balloon,pumps,exploded,earned,rt,participant_id,session,task
0,3,True,0,4.125318400000083,4,1,BART
1,3,True,0,4.972466000000054,4,1,BART
2,2,True,0,3.8914164000000255,4,1,BART
3,2,True,0,3.3668277000000444,4,1,BART
4,4,True,0,6.037889500000006,4,1,BART
5,2,False,10,5.00898959999995,4,1,BART
6,3,True,0,3.3703801999999996,4,1,BART
7,2,False,10,2.88790419999998,4,1,BART
8,3,False,15,3.64730540000005,4,1,BART
9,7,False,35,7.3523960999999645,4,1,BART
,,,,,,,
Summary Statistics,,,,,,,
平均充气次数,3.1,,,,,,
爆炸率(%),60.0,,,,,,
总收益(¥),70,,,,,,
每个气球平均收益(¥),7.0,,,,,,
