level,n_back,block,accuracy,mean_rt,participant_id,session
block,0.0,0.0,100.0,,113,1
block,0.0,1.0,96.66666666666667,,113,1
block,1.0,0.0,100.0,,113,1
block,1.0,1.0,93.33333333333333,,113,1
block,2.0,0.0,90.0,,113,1
block,2.0,1.0,83.33333333333334,,113,1
task,0.0,all,98.33333333333333,,113,1
task,1.0,all,96.66666666666667,,113,1
task,2.0,all,86.66666666666667,,113,1
