balloon,pumps,exploded,earned,rt,participant_id,session,task
0,3,True,0,2.909036799999967,15,2,BART
1,3,False,15,3.1972430000000713,15,2,BART
2,3,False,15,3.467415600000095,15,2,BART
3,3,False,15,2.9499161000001095,15,2,BART
4,4,True,0,5.006428700000015,15,2,BART
5,3,False,15,3.301548000000139,15,2,BART
6,4,False,20,8.03300460000014,15,2,BART
7,4,False,20,7.583343499999955,15,2,BART
8,4,True,0,4.542557299999999,15,2,BART
9,3,False,15,4.324444999999969,15,2,BART
,,,,,,,
Summary Statistics,,,,,,,
平均充气次数,3.4,,,,,,
爆炸率(%),30.0,,,,,,
总收益(¥),115,,,,,,
每个气球平均收益(¥),11.5,,,,,,
