trial,word,color,response,rt,correct,block
0,红,Green,2,0.1401221000123769,True,0
1,白,Red,3,0.19175820000236854,False,0
2,绿,Green,2,0.21297780000895727,True,0
3,白,Blue,3,0.3672504999994999,True,0
4,红,Blue,3,0.3313480999931926,True,0
5,蓝,Green,2,0.3995139000035124,True,0
6,绿,Red,1,0.14238770000520162,True,0
7,绿,Red,1,0.12136840001039673,True,0
8,红,Green,2,0.03709040000103414,True,0
9,红,Red,1,0.2385428999987198,True,0
10,蓝,Red,1,0.16455910001241136,True,0
11,绿,Blue,3,0.08392920000187587,True,0
0,蓝,Blue,3,0.1856722000084119,True,1
1,蓝,Red,1,0.2645741000014823,True,1
2,红,Blue,3,0.13562600000295788,True,1
3,蓝,Green,2,0.2386389000021154,True,1
4,蓝,Blue,3,0.07304200000362471,True,1
5,蓝,Blue,3,0.0892331000068225,True,1
6,蓝,Green,1,0.17830320000939537,False,1
7,蓝,Green,2,0.2438850999897113,True,1
8,白,Red,1,0.10325170001306105,True,1
9,红,Red,1,0.22161370000685565,True,1
10,蓝,Red,1,0.03141229999891948,True,1
11,绿,Green,2,0.2872460000071442,True,1
0,蓝,Blue,3,0.22068009999929927,True,2
1,绿,Green,2,0.06560539999918547,True,2
2,蓝,Red,1,0.09866419999161735,True,2
3,绿,Blue,3,0.3176147999911336,True,2
4,绿,Red,1,0.2203358999977354,True,2
5,绿,Red,1,0.363279799988959,True,2
6,绿,Red,1,0.261270400005742,True,2
7,红,Green,2,0.18096240000159014,True,2
8,绿,Blue,3,0.08616770000662655,True,2
9,白,Green,2,0.10005789999559056,True,2
10,红,Green,2,0.09420989999489393,True,2
11,蓝,Green,2,0.3144458000024315,True,2
0,红,Green,2,0.009599700002581812,True,3
1,红,Green,2,0.08912649999547284,True,3
2,蓝,Red,1,0.15374090000113938,True,3
3,绿,Blue,3,0.18441090000851545,True,3
4,白,Blue,3,0.12554229999659583,True,3
5,白,Blue,3,0.1568937999982154,True,3
6,蓝,Red,1,0.2745560000039404,True,3
7,蓝,Red,1,0.22316370000771713,True,3
8,白,Red,1,0.09265970000706147,True,3
9,蓝,Red,1,0.06931009999243543,True,3
10,白,Blue,3,0.14067260001320392,True,3
11,红,Red,1,0.04232550000597257,True,3
0,白,Red,1,0.18587180000031367,True,4
1,白,Blue,2,0.3546175000083167,False,4
2,红,Blue,3,0.042044200003147125,True,4
3,绿,Green,2,0.14580869999190327,True,4
4,红,Red,1,0.33654530000058,True,4
5,绿,Blue,3,0.11045980000926647,True,4
6,绿,Green,2,0.14822519999870565,True,4
7,白,Green,2,0.4302766999899177,True,4
8,绿,Green,2,0.3359853000001749,True,4
9,红,Blue,3,0.23470760000054725,True,4
10,红,Blue,3,0.031040400004712865,True,4
11,白,Blue,3,0.14372229999571573,True,4
0,白,Green,2,0.07923370000207797,True,5
1,蓝,Green,2,0.06701889999385457,True,5
2,红,Red,1,0.03676879999693483,True,5
3,红,Red,1,0.1384842999977991,True,5
4,绿,Red,1,0.009244999993825331,True,5
5,红,Red,1,0.002417399999103509,True,5
6,白,Blue,3,0.2707815000030678,True,5
7,白,Green,2,0.18923849999555387,True,5
8,绿,Green,2,0.11320060001162346,True,5
9,白,Red,1,0.1876499999925727,True,5
10,红,Red,1,0.3901534999895375,True,5
11,红,Red,1,0.17295530000410508,True,5
0,绿,Blue,3,0.15992109999933746,True,6
1,蓝,Red,1,0.08763290000206325,True,6
2,红,Green,2,0.140381699995487,True,6
3,蓝,Green,2,0.21001320000505075,True,6
4,蓝,Blue,3,0.29359650000697,True,6
5,白,Green,2,0.06992140000511426,True,6
6,红,Green,2,0.19687480000720825,True,6
7,红,Red,1,0.059213599990471266,True,6
8,蓝,Red,1,0.29608440000447445,True,6
9,白,Red,1,0.22937259999162052,True,6
10,蓝,Blue,3,0.058819099998800084,True,6
11,绿,Red,2,0.04904979999992065,False,6
0,蓝,Green,2,0.028236999991349876,True,7
1,蓝,Blue,3,0.0640339999954449,True,7
2,白,Blue,3,0.33573429999523796,True,7
3,红,Green,2,0.14206589999957941,True,7
4,蓝,Blue,3,0.24754989999928512,True,7
5,蓝,Red,1,0.0609005000005709,True,7
6,白,Green,2,0.1738162999972701,True,7
7,蓝,Red,1,0.35082360000524204,True,7
8,红,Green,2,0.019290100011858158,True,7
9,蓝,Blue,3,0.3028146999859018,True,7
10,绿,Red,1,0.2116912999917986,True,7
11,红,Green,2,0.39739100000588223,True,7
