phase,category,mean_valence,mean_arousal,participant_id,session
baseline,positive,5.65,3.6,110,2
baseline,neutral,5.3,2.5,110,2
baseline,negative,4.1,4.85,110,2
regulation,negative,4.45,3.5,110,2
