phase,category,mean_valence,mean_arousal,participant_id,session
baseline,positive,7.45,6.15,16,2
baseline,neutral,5.25,2.1,16,2
baseline,negative,1.0,8.75,16,2
regulation,negative,2.65,6.35,16,2
