trial,stimulus,target,response,rt,correct,n_back,block,participant_id,session,task
0,X,True,False,,False,0,0,2,2,N-back
1,W,False,False,,True,0,0,2,2,N-back
2,X,True,True,0.32179460000043036,True,0,0,2,2,N-back
3,G,False,False,,True,0,0,2,2,N-back
4,X,True,True,0.34326299999884213,True,0,0,2,2,N-back
5,K,False,False,,True,0,0,2,2,N-back
6,J,False,False,,True,0,0,2,2,N-back
7,X,True,True,0.30507439999928465,True,0,0,2,2,N-back
8,X,True,False,,False,0,0,2,2,N-back
9,S,False,False,,True,0,0,2,2,N-back
10,X,True,True,0.3429278000003251,True,0,0,2,2,N-back
11,G,False,False,,True,0,0,2,2,N-back
12,Y,False,False,,True,0,0,2,2,N-back
13,X,True,True,0.3476607000011427,True,0,0,2,2,N-back
14,I,False,False,,True,0,0,2,2,N-back
15,F,False,False,,True,0,0,2,2,N-back
16,X,True,True,0.33431410000048345,True,0,0,2,2,N-back
17,X,True,False,,False,0,0,2,2,N-back
18,U,False,False,,True,0,0,2,2,N-back
19,F,False,False,,True,0,0,2,2,N-back
20,C,False,False,,True,0,0,2,2,N-back
21,R,False,False,,True,0,0,2,2,N-back
22,J,False,False,,True,0,0,2,2,N-back
23,J,False,False,,True,0,0,2,2,N-back
24,S,False,False,,True,0,0,2,2,N-back
25,W,False,False,,True,0,0,2,2,N-back
26,B,False,False,,True,0,0,2,2,N-back
27,X,True,True,0.3526064999969094,True,0,0,2,2,N-back
28,R,False,False,,True,0,0,2,2,N-back
29,H,False,False,,True,0,0,2,2,N-back
0,E,False,False,,True,0,1,2,2,N-back
1,W,False,False,,True,0,1,2,2,N-back
2,R,False,False,,True,0,1,2,2,N-back
3,J,False,False,,True,0,1,2,2,N-back
4,U,False,False,,True,0,1,2,2,N-back
5,F,False,False,,True,0,1,2,2,N-back
6,X,True,True,0.2975780999986455,True,0,1,2,2,N-back
7,G,False,False,,True,0,1,2,2,N-back
8,S,False,False,,True,0,1,2,2,N-back
9,D,False,False,,True,0,1,2,2,N-back
10,X,True,True,0.33209610000267276,True,0,1,2,2,N-back
11,E,False,False,,True,0,1,2,2,N-back
12,X,True,True,0.43282950000138953,True,0,1,2,2,N-back
13,D,False,False,,True,0,1,2,2,N-back
14,V,False,False,,True,0,1,2,2,N-back
15,S,False,False,,True,0,1,2,2,N-back
16,Y,False,False,,True,0,1,2,2,N-back
17,H,False,False,,True,0,1,2,2,N-back
18,L,False,False,,True,0,1,2,2,N-back
19,R,False,False,,True,0,1,2,2,N-back
20,J,False,False,,True,0,1,2,2,N-back
21,B,False,False,,True,0,1,2,2,N-back
22,T,False,False,,True,0,1,2,2,N-back
23,O,False,False,,True,0,1,2,2,N-back
24,J,False,False,,True,0,1,2,2,N-back
25,N,False,False,,True,0,1,2,2,N-back
26,P,False,False,,True,0,1,2,2,N-back
27,P,False,False,,True,0,1,2,2,N-back
28,X,True,True,0.37936640000043553,True,0,1,2,2,N-back
29,N,False,False,,True,0,1,2,2,N-back
0,Q,False,False,,True,1,0,2,2,N-back
1,Q,True,False,,False,1,0,2,2,N-back
2,C,False,False,,True,1,0,2,2,N-back
3,P,False,False,,True,1,0,2,2,N-back
4,N,False,False,,True,1,0,2,2,N-back
5,D,False,False,,True,1,0,2,2,N-back
6,C,False,False,,True,1,0,2,2,N-back
7,C,True,True,0.44561109999995097,True,1,0,2,2,N-back
8,C,True,False,,False,1,0,2,2,N-back
9,P,False,False,,True,1,0,2,2,N-back
10,P,True,False,,False,1,0,2,2,N-back
11,P,True,True,0.4349560999980895,True,1,0,2,2,N-back
12,K,False,False,,True,1,0,2,2,N-back
13,D,False,False,,True,1,0,2,2,N-back
14,L,False,False,,True,1,0,2,2,N-back
15,K,False,False,,True,1,0,2,2,N-back
16,N,False,False,,True,1,0,2,2,N-back
17,V,False,False,,True,1,0,2,2,N-back
18,A,False,False,,True,1,0,2,2,N-back
19,Q,False,False,,True,1,0,2,2,N-back
20,L,False,False,,True,1,0,2,2,N-back
21,W,False,False,,True,1,0,2,2,N-back
22,W,True,False,,False,1,0,2,2,N-back
23,F,False,False,,True,1,0,2,2,N-back
24,D,False,False,,True,1,0,2,2,N-back
25,O,False,False,,True,1,0,2,2,N-back
26,V,False,False,,True,1,0,2,2,N-back
27,I,False,False,,True,1,0,2,2,N-back
28,T,False,False,,True,1,0,2,2,N-back
29,G,False,False,,True,1,0,2,2,N-back
0,B,False,False,,True,1,1,2,2,N-back
1,B,True,True,0.4880866000021342,True,1,1,2,2,N-back
2,M,False,False,,True,1,1,2,2,N-back
3,M,True,False,,False,1,1,2,2,N-back
4,M,True,False,,False,1,1,2,2,N-back
5,P,False,False,,True,1,1,2,2,N-back
6,W,False,False,,True,1,1,2,2,N-back
7,J,False,False,,True,1,1,2,2,N-back
8,G,False,False,,True,1,1,2,2,N-back
9,G,True,True,0.4244766999981948,True,1,1,2,2,N-back
10,J,False,False,,True,1,1,2,2,N-back
11,G,False,False,,True,1,1,2,2,N-back
12,A,False,False,,True,1,1,2,2,N-back
13,G,False,False,,True,1,1,2,2,N-back
14,V,False,False,,True,1,1,2,2,N-back
15,V,True,False,,False,1,1,2,2,N-back
16,V,True,True,0.3394897999969544,True,1,1,2,2,N-back
17,N,False,False,,True,1,1,2,2,N-back
18,N,True,False,,False,1,1,2,2,N-back
19,A,False,False,,True,1,1,2,2,N-back
20,W,False,False,,True,1,1,2,2,N-back
21,Z,False,False,,True,1,1,2,2,N-back
22,Q,False,False,,True,1,1,2,2,N-back
23,Q,True,True,0.3788889999996172,True,1,1,2,2,N-back
24,V,False,False,,True,1,1,2,2,N-back
25,E,False,False,,True,1,1,2,2,N-back
26,V,False,False,,True,1,1,2,2,N-back
27,Z,False,False,,True,1,1,2,2,N-back
28,Z,True,True,0.48717170000236365,True,1,1,2,2,N-back
29,G,False,False,,True,1,1,2,2,N-back
0,N,False,False,,True,2,0,2,2,N-back
1,M,False,False,,True,2,0,2,2,N-back
2,U,False,False,,True,2,0,2,2,N-back
3,X,False,False,,True,2,0,2,2,N-back
4,M,False,False,,True,2,0,2,2,N-back
5,D,False,False,,True,2,0,2,2,N-back
6,H,False,False,,True,2,0,2,2,N-back
7,D,True,False,,False,2,0,2,2,N-back
8,M,False,False,,True,2,0,2,2,N-back
9,X,False,False,,True,2,0,2,2,N-back
10,L,False,False,,True,2,0,2,2,N-back
11,L,False,False,,True,2,0,2,2,N-back
12,W,False,False,,True,2,0,2,2,N-back
13,L,True,True,0.3771268999989843,True,2,0,2,2,N-back
14,T,False,False,,True,2,0,2,2,N-back
15,S,False,False,,True,2,0,2,2,N-back
16,D,False,False,,True,2,0,2,2,N-back
17,W,False,False,,True,2,0,2,2,N-back
18,O,False,False,,True,2,0,2,2,N-back
19,N,False,False,,True,2,0,2,2,N-back
20,O,True,True,0.45942830000058166,True,2,0,2,2,N-back
21,J,False,False,,True,2,0,2,2,N-back
22,F,False,False,,True,2,0,2,2,N-back
23,F,False,False,,True,2,0,2,2,N-back
24,G,False,False,,True,2,0,2,2,N-back
25,F,True,True,0.3419389000009687,True,2,0,2,2,N-back
26,X,False,False,,True,2,0,2,2,N-back
27,C,False,False,,True,2,0,2,2,N-back
28,X,True,False,,False,2,0,2,2,N-back
29,V,False,False,,True,2,0,2,2,N-back
0,I,False,False,,True,2,1,2,2,N-back
1,M,False,False,,True,2,1,2,2,N-back
2,Y,False,False,,True,2,1,2,2,N-back
3,K,False,False,,True,2,1,2,2,N-back
4,J,False,False,,True,2,1,2,2,N-back
5,S,False,False,,True,2,1,2,2,N-back
6,A,False,False,,True,2,1,2,2,N-back
7,S,True,True,0.4047701000017696,True,2,1,2,2,N-back
8,F,False,False,,True,2,1,2,2,N-back
9,Q,False,False,,True,2,1,2,2,N-back
10,X,False,False,,True,2,1,2,2,N-back
11,Y,False,False,,True,2,1,2,2,N-back
12,P,False,False,,True,2,1,2,2,N-back
13,N,False,False,,True,2,1,2,2,N-back
14,P,True,True,0.4502637000005052,True,2,1,2,2,N-back
15,J,False,False,,True,2,1,2,2,N-back
16,C,False,False,,True,2,1,2,2,N-back
17,A,False,False,,True,2,1,2,2,N-back
18,U,False,False,,True,2,1,2,2,N-back
19,T,False,False,,True,2,1,2,2,N-back
20,U,True,False,,False,2,1,2,2,N-back
21,G,False,False,,True,2,1,2,2,N-back
22,T,False,False,,True,2,1,2,2,N-back
23,Z,False,False,,True,2,1,2,2,N-back
24,Y,False,False,,True,2,1,2,2,N-back
25,V,False,False,,True,2,1,2,2,N-back
26,A,False,False,,True,2,1,2,2,N-back
27,G,False,False,,True,2,1,2,2,N-back
28,H,False,False,,True,2,1,2,2,N-back
29,F,False,False,,True,2,1,2,2,N-back
