phase,category,mean_valence,mean_arousal,participant_id,session
baseline,positive,5.7,5.8,23,1
baseline,neutral,5.05,4.9,23,1
baseline,negative,3.75,6.35,23,1
regulation,negative,4.75,5.8,23,1
