balloon,pumps,exploded,earned,rt,participant_id,session,task
0,3,True,0,3.385416199998872,18,1,BART
1,3,True,0,3.765266200000042,18,1,BART
2,5,False,25,7.784334299998591,18,1,BART
3,2,False,10,2.7990042000019457,18,1,BART
4,2,True,0,5.2000077000011515,18,1,BART
5,2,False,10,2.8588802000012947,18,1,BART
6,3,False,15,3.674678799998219,18,1,BART
7,2,False,10,4.918474400001287,18,1,BART
8,3,False,15,3.1740064000005077,18,1,BART
9,2,False,10,3.0667599000007613,18,1,BART
,,,,,,,
Summary Statistics,,,,,,,
平均充气次数,2.7,,,,,,
爆炸率(%),30.0,,,,,,
总收益(¥),95,,,,,,
每个气球平均收益(¥),9.5,,,,,,
