trial,word,color,response,rt,correct,block
0,绿,Blue,3,0.3926057999924524,True,0
1,蓝,Green,2,0.09383759999764152,True,0
2,蓝,Blue,3,0.0867664999968838,True,0
3,白,Red,1,0.09183600000687875,True,0
4,红,Green,2,0.05135360000713263,True,0
5,蓝,Red,1,0.7834417999983998,True,0
6,蓝,Blue,3,0.3332163000013679,True,0
7,蓝,Blue,3,0.6596681999944849,True,0
8,红,Red,1,0.6164270999870496,True,0
9,红,Green,2,0.044311699995887466,True,0
10,绿,Red,1,0.5965673000027891,True,0
11,蓝,Red,1,0.04460029999609105,True,0
0,白,Blue,3,0.5959844000026351,True,1
1,白,Green,2,0.007980299997143447,True,1
2,蓝,Green,2,0.06562249999842606,True,1
3,绿,Blue,3,0.38912800000980496,True,1
4,白,Red,1,0.5378960999951232,True,1
5,白,Red,1,0.3828551999904448,True,1
6,白,Red,1,0.44565009999496397,True,1
7,绿,Green,2,0.08479069999884814,True,1
8,绿,Red,1,0.0796931999939261,True,1
9,红,Red,1,0.6725647000130266,True,1
10,白,Blue,3,1.3973112999956356,True,1
11,绿,Red,1,0.020129199998336844,True,1
0,白,Blue,3,0.28591200000664685,True,2
1,红,Green,2,0.07461840000178199,True,2
2,蓝,Green,2,0.0052980000036768615,True,2
3,红,Blue,3,0.1480061000038404,True,2
4,白,Blue,3,0.3512540999945486,True,2
5,绿,Green,2,0.5316106999962358,True,2
6,白,Red,1,0.41655270000046585,True,2
7,红,Blue,3,0.30400550000194926,True,2
8,绿,Green,2,0.010543099997448735,True,2
9,白,Green,2,0.41466579999541864,True,2
10,绿,Blue,3,0.08122890000231564,True,2
11,白,Green,2,0.19045789999654517,True,2
0,绿,Blue,3,0.3598143999988679,True,3
1,蓝,Green,2,0.3614827000128571,True,3
2,蓝,Green,2,0.6573312999971677,True,3
3,绿,Green,2,0.30519400000048336,True,3
4,绿,Red,1,0.38777059999119956,True,3
5,蓝,Red,1,0.27472789998864755,True,3
6,蓝,Red,1,0.22768619999988005,True,3
7,白,Blue,3,0.21140129999548662,True,3
8,白,Red,1,0.07736149999254849,True,3
9,红,Red,1,0.00301949999993667,True,3
10,蓝,Red,1,0.39120959999854676,True,3
11,绿,Blue,3,0.34492129999853205,True,3
0,蓝,Red,1,0.3704682999959914,True,4
1,红,Green,2,0.23019590000330936,True,4
2,绿,Blue,3,0.053068299996084534,True,4
3,红,Red,1,0.02592350001214072,True,4
4,白,Blue,3,0.1670159000059357,True,4
5,绿,Blue,3,0.4223808000097051,True,4
6,蓝,Green,2,0.32566239999141544,True,4
7,红,Green,2,0.26818749999802094,True,4
8,红,Green,2,0.0038612999924225733,True,4
9,蓝,Green,2,0.425014899999951,True,4
10,红,Green,2,0.35389409998606425,True,4
11,绿,Red,1,0.587163000003784,True,4
0,绿,Blue,3,0.2920169999997597,True,5
1,白,Green,2,0.15326759999152273,True,5
2,红,Red,1,0.5109960999980103,True,5
3,蓝,Blue,3,0.13795109999773558,True,5
4,白,Green,2,0.05120030000398401,True,5
5,白,Green,2,0.030496599996695295,True,5
6,蓝,Blue,3,0.5284372000023723,True,5
7,蓝,Red,1,0.4429421000095317,True,5
8,红,Blue,3,0.2762489999877289,True,5
9,白,Red,1,0.049210900004254654,True,5
10,白,Red,1,0.011186100004124455,True,5
11,白,Green,2,0.23170779999054503,True,5
0,蓝,Blue,3,0.25623220000125,True,6
1,蓝,Green,2,0.11067679998814128,True,6
2,蓝,Green,2,0.5396436000009999,True,6
3,白,Blue,3,0.07841459999326617,True,6
4,绿,Red,1,0.34353189999819733,True,6
5,绿,Blue,3,0.16114270000252873,True,6
6,红,Blue,3,0.13188549999904353,True,6
7,蓝,Red,1,0.018703300011111423,True,6
8,蓝,Blue,3,0.35542800000985153,True,6
9,白,Green,2,0.4282821000088006,True,6
10,绿,Blue,3,0.38219760000356473,True,6
11,红,Green,2,0.1547017999982927,True,6
0,绿,Red,1,0.16307929999311455,True,7
1,红,Green,2,0.7223011000023689,True,7
2,蓝,Blue,3,0.14549130000523292,True,7
3,蓝,Green,2,0.07507550000445917,True,7
4,白,Green,2,0.5871692999935476,True,7
5,白,Green,2,0.3894384000013815,True,7
6,白,Green,2,0.2813296999956947,True,7
7,白,Green,2,0.2713756999874022,True,7
8,红,Blue,3,0.23810130001220386,True,7
9,红,Blue,3,0.4057704000006197,True,7
10,蓝,Blue,3,0.29514420000487007,True,7
11,红,Red,1,0.07318479999958072,True,7
