trial,word,color,response,rt,correct,block
0,白,Blue,3,0.5307119999997667,True,0
1,红,Green,2,0.12164879999909317,True,0
2,白,Green,2,0.9102263999993738,True,0
3,红,Blue,3,0.11642429999847081,True,0
4,绿,Green,2,0.055724100002407795,True,0
5,红,Blue,3,0.1686809999991965,True,0
6,绿,Green,2,0.05321829999957117,True,0
7,红,Green,2,0.33505109999896376,True,0
8,绿,Green,2,0.6916204000008292,True,0
9,蓝,Green,2,0.51404249999905,True,0
10,蓝,Red,1,0.8801161000010325,True,0
11,蓝,Red,1,0.011275200002273777,True,0
0,白,Blue,3,0.42199579999942216,True,1
1,白,Blue,3,0.666655000000901,True,1
2,白,Red,1,0.10381280000001425,True,1
3,红,Green,2,0.21344180000232882,True,1
4,蓝,Green,2,0.10379499999908148,True,1
5,白,Red,1,0.01662179999766522,True,1
6,绿,Blue,3,0.07765800000197487,True,1
7,蓝,Green,2,0.05046260000017355,True,1
8,白,Red,1,0.6741191000000981,True,1
9,绿,Green,2,0.0011897000003955327,True,1
10,白,Red,1,0.10539260000223294,True,1
11,蓝,Red,1,0.06851340000139317,True,1
0,红,Green,2,0.1692068999982439,True,2
1,红,Green,2,0.015865000001213048,True,2
2,绿,Blue,3,0.5373527000010654,True,2
3,绿,Red,1,0.16622350000034203,True,2
4,蓝,Green,2,0.24963930000012624,True,2
5,绿,Green,2,0.5876948999975866,True,2
6,蓝,Blue,3,0.24878610000087065,True,2
7,蓝,Red,1,0.19203669999842532,True,2
8,绿,Blue,3,0.353573200001847,True,2
9,白,Green,2,0.22230169999966165,True,2
10,蓝,Red,1,0.02074720000018715,True,2
11,绿,Blue,3,0.38508830000137095,True,2
0,蓝,Red,1,0.15161259999877075,True,3
1,白,Red,1,0.45816060000288417,True,3
2,白,Blue,3,0.031686899998021545,True,3
3,红,Red,1,0.13297720000264235,True,3
4,白,Red,1,0.015562399999907939,True,3
5,绿,Blue,3,0.04304190000038943,True,3
6,蓝,Green,2,0.45048189999943133,True,3
7,红,Red,1,0.444194100000459,True,3
8,绿,Green,2,0.053174100001342595,True,3
9,白,Blue,1,0.07866490000014892,False,3
10,白,Green,2,0.3443507999982103,True,3
11,红,Red,1,0.44982420000087586,True,3
0,绿,Green,2,0.19870480000099633,True,4
1,白,Blue,3,0.5490834000011091,True,4
2,红,Red,1,0.054611100000329316,True,4
3,绿,Green,2,0.03750880000006873,True,4
4,绿,Blue,3,0.1283655999977782,True,4
5,白,Blue,3,0.07215879999785102,True,4
6,红,Green,2,0.2929903000003833,True,4
7,蓝,Red,1,0.04949259999921196,True,4
8,绿,Red,1,0.10215039999820874,True,4
9,红,Red,1,0.03384170000208542,True,4
10,红,Green,2,0.21762849999868195,True,4
11,白,Green,2,0.02356379999764613,True,4
0,绿,Blue,3,0.3023052999997162,True,5
1,白,Green,2,0.556161799999245,True,5
2,白,Red,1,0.05260370000178227,True,5
3,白,Green,2,0.10500169999795617,True,5
4,绿,Blue,3,0.3279201000004832,True,5
5,绿,Green,2,0.24188340000182507,True,5
6,红,Blue,3,0.18763980000221636,True,5
7,蓝,Red,1,0.5094596999988426,True,5
8,绿,Red,2,0.13820029999988037,False,5
9,白,Green,2,1.4402249000013398,True,5
10,绿,Green,2,0.07364199999938137,True,5
11,绿,Blue,3,0.1590886000012688,True,5
0,绿,Green,2,0.17455080000218004,True,6
1,绿,Green,2,0.5184635000005073,True,6
2,蓝,Green,3,0.19321730000228854,False,6
3,绿,Red,1,1.4422484999995504,True,6
4,白,Green,2,0.3329234000011638,True,6
5,绿,Blue,3,0.8185560000019905,True,6
6,白,Red,1,0.2306916999987152,True,6
7,绿,Blue,3,0.7217964000010397,True,6
8,白,Red,1,0.1261328999971738,True,6
9,白,Red,1,0.061300999997911276,True,6
10,蓝,Red,1,0.24932350000017323,True,6
11,白,Red,1,0.10479180000038468,True,6
0,白,Green,2,0.18767939999816008,True,7
1,绿,Green,2,0.03688979999787989,True,7
2,蓝,Green,2,0.09040820000154781,True,7
3,绿,Green,2,0.5232484999978624,True,7
4,红,Blue,3,0.3997835000009218,True,7
5,蓝,Red,1,0.2311870999983512,True,7
6,红,Green,2,0.16465059999973164,True,7
7,绿,Blue,3,0.5043141999994987,True,7
8,绿,Blue,3,0.14245459999801824,True,7
9,蓝,Blue,3,0.3708489000018744,True,7
10,蓝,Red,1,0.307736599999771,True,7
11,红,Red,1,0.2600176999985706,True,7
