trial,stimulus,target,response,rt,correct,n_back,block,participant_id,session,task
0,E,False,False,,True,0,0,116,2,N-back
1,O,False,False,,True,0,0,116,2,N-back
2,T,False,False,,True,0,0,116,2,N-back
3,M,False,False,,True,0,0,116,2,N-back
4,L,False,False,,True,0,0,116,2,N-back
5,P,False,False,,True,0,0,116,2,N-back
6,X,True,True,0.4805660001002252,True,0,0,116,2,N-back
7,W,False,False,,True,0,0,116,2,N-back
8,E,False,False,,True,0,0,116,2,N-back
9,B,False,False,,True,0,0,116,2,N-back
10,Q,False,False,,True,0,0,116,2,N-back
11,H,False,False,,True,0,0,116,2,N-back
12,X,True,True,0.4069341002032161,True,0,0,116,2,N-back
13,X,True,False,,False,0,0,116,2,N-back
14,X,True,True,0.38519430020824075,True,0,0,116,2,N-back
15,P,False,False,,True,0,0,116,2,N-back
16,A,False,False,,True,0,0,116,2,N-back
17,S,False,False,,True,0,0,116,2,N-back
18,Y,False,False,,True,0,0,116,2,N-back
19,X,True,True,0.4461150001734495,True,0,0,116,2,N-back
20,V,False,False,,True,0,0,116,2,N-back
21,G,False,False,,True,0,0,116,2,N-back
22,X,True,False,,False,0,0,116,2,N-back
23,U,False,False,,True,0,0,116,2,N-back
24,W,False,False,,True,0,0,116,2,N-back
25,Y,False,False,,True,0,0,116,2,N-back
26,B,False,False,,True,0,0,116,2,N-back
27,P,False,False,,True,0,0,116,2,N-back
28,O,False,False,,True,0,0,116,2,N-back
29,K,False,False,,True,0,0,116,2,N-back
0,V,False,False,,True,0,1,116,2,N-back
1,P,False,False,,True,0,1,116,2,N-back
2,X,True,True,0.4303227001801133,True,0,1,116,2,N-back
3,R,False,False,,True,0,1,116,2,N-back
4,O,False,False,,True,0,1,116,2,N-back
5,L,False,False,,True,0,1,116,2,N-back
6,B,False,False,,True,0,1,116,2,N-back
7,G,False,False,,True,0,1,116,2,N-back
8,Y,False,False,,True,0,1,116,2,N-back
9,V,False,False,,True,0,1,116,2,N-back
10,W,False,False,,True,0,1,116,2,N-back
11,K,False,False,,True,0,1,116,2,N-back
12,Y,False,False,,True,0,1,116,2,N-back
13,X,True,True,0.4176149000413716,True,0,1,116,2,N-back
14,A,False,False,,True,0,1,116,2,N-back
15,E,False,False,,True,0,1,116,2,N-back
16,U,False,False,,True,0,1,116,2,N-back
17,C,False,False,,True,0,1,116,2,N-back
18,Q,False,False,,True,0,1,116,2,N-back
19,F,False,False,,True,0,1,116,2,N-back
20,Q,False,False,,True,0,1,116,2,N-back
21,L,False,False,,True,0,1,116,2,N-back
22,D,False,False,,True,0,1,116,2,N-back
23,Q,False,False,,True,0,1,116,2,N-back
24,X,True,False,,False,0,1,116,2,N-back
25,R,False,False,,True,0,1,116,2,N-back
26,Y,False,False,,True,0,1,116,2,N-back
27,U,False,False,,True,0,1,116,2,N-back
28,X,True,True,0.38722969964146614,True,0,1,116,2,N-back
29,F,False,False,,True,0,1,116,2,N-back
0,Z,False,False,,True,1,0,116,2,N-back
1,M,False,False,,True,1,0,116,2,N-back
2,W,False,False,,True,1,0,116,2,N-back
3,K,False,False,,True,1,0,116,2,N-back
4,O,False,False,,True,1,0,116,2,N-back
5,L,False,False,,True,1,0,116,2,N-back
6,L,True,False,,False,1,0,116,2,N-back
7,L,True,True,0.3981875996105373,True,1,0,116,2,N-back
8,B,False,False,,True,1,0,116,2,N-back
9,G,False,False,,True,1,0,116,2,N-back
10,K,False,False,,True,1,0,116,2,N-back
11,S,False,False,,True,1,0,116,2,N-back
12,P,False,False,,True,1,0,116,2,N-back
13,F,False,False,,True,1,0,116,2,N-back
14,F,True,True,0.4114566999487579,True,1,0,116,2,N-back
15,G,False,False,,True,1,0,116,2,N-back
16,W,False,False,,True,1,0,116,2,N-back
17,V,False,False,,True,1,0,116,2,N-back
18,N,False,False,,True,1,0,116,2,N-back
19,D,False,False,,True,1,0,116,2,N-back
20,D,True,True,0.43463699985295534,True,1,0,116,2,N-back
21,C,False,False,,True,1,0,116,2,N-back
22,R,False,False,,True,1,0,116,2,N-back
23,S,False,False,,True,1,0,116,2,N-back
24,T,False,False,,True,1,0,116,2,N-back
25,Y,False,False,,True,1,0,116,2,N-back
26,L,False,False,,True,1,0,116,2,N-back
27,F,False,False,,True,1,0,116,2,N-back
28,U,False,False,,True,1,0,116,2,N-back
29,H,False,False,,True,1,0,116,2,N-back
0,H,False,False,,True,1,1,116,2,N-back
1,M,False,False,,True,1,1,116,2,N-back
2,M,True,True,0.41410399973392487,True,1,1,116,2,N-back
3,K,False,False,,True,1,1,116,2,N-back
4,K,True,True,0.4482513000257313,True,1,1,116,2,N-back
5,X,False,False,,True,1,1,116,2,N-back
6,J,False,False,,True,1,1,116,2,N-back
7,J,True,True,0.3432181002572179,True,1,1,116,2,N-back
8,H,False,False,,True,1,1,116,2,N-back
9,U,False,False,,True,1,1,116,2,N-back
10,D,False,False,,True,1,1,116,2,N-back
11,L,False,False,,True,1,1,116,2,N-back
12,H,False,False,,True,1,1,116,2,N-back
13,R,False,False,,True,1,1,116,2,N-back
14,E,False,False,,True,1,1,116,2,N-back
15,W,False,False,,True,1,1,116,2,N-back
16,B,False,False,,True,1,1,116,2,N-back
17,Q,False,False,,True,1,1,116,2,N-back
18,E,False,False,,True,1,1,116,2,N-back
19,G,False,False,,True,1,1,116,2,N-back
20,M,False,False,,True,1,1,116,2,N-back
21,L,False,False,,True,1,1,116,2,N-back
22,U,False,False,,True,1,1,116,2,N-back
23,U,True,False,,False,1,1,116,2,N-back
24,U,True,True,0.4335008002817631,True,1,1,116,2,N-back
25,X,False,False,,True,1,1,116,2,N-back
26,Y,False,False,,True,1,1,116,2,N-back
27,T,False,False,,True,1,1,116,2,N-back
28,J,False,False,,True,1,1,116,2,N-back
29,J,True,False,,False,1,1,116,2,N-back
0,A,False,False,,True,2,0,116,2,N-back
1,E,False,False,,True,2,0,116,2,N-back
2,A,True,True,0.4611360002309084,True,2,0,116,2,N-back
3,X,False,False,,True,2,0,116,2,N-back
4,A,True,False,,False,2,0,116,2,N-back
5,W,False,False,,True,2,0,116,2,N-back
6,Z,False,False,,True,2,0,116,2,N-back
7,W,True,True,0.3513644998893142,True,2,0,116,2,N-back
8,M,False,False,,True,2,0,116,2,N-back
9,T,False,False,,True,2,0,116,2,N-back
10,C,False,False,,True,2,0,116,2,N-back
11,Q,False,False,,True,2,0,116,2,N-back
12,P,False,False,,True,2,0,116,2,N-back
13,U,False,False,,True,2,0,116,2,N-back
14,P,True,True,0.48901630006730556,True,2,0,116,2,N-back
15,O,False,False,,True,2,0,116,2,N-back
16,D,False,False,,True,2,0,116,2,N-back
17,O,True,False,,False,2,0,116,2,N-back
18,D,True,False,,False,2,0,116,2,N-back
19,G,False,False,,True,2,0,116,2,N-back
20,D,True,False,,False,2,0,116,2,N-back
21,W,False,False,,True,2,0,116,2,N-back
22,D,True,True,0.4251918001100421,True,2,0,116,2,N-back
23,W,True,False,,False,2,0,116,2,N-back
24,D,True,False,,False,2,0,116,2,N-back
25,G,False,False,,True,2,0,116,2,N-back
26,G,False,False,,True,2,0,116,2,N-back
