balloon,pumps,exploded,earned,rt,participant_id,session,task
0,4,False,20,4.561279000000468,24,2,BART
1,4,False,20,4.482925899999827,24,2,BART
2,2,True,0,2.6254955000003974,24,2,BART
3,4,True,0,4.59750079999958,24,2,BART
4,4,False,20,2.952127499999733,24,2,BART
5,4,False,20,3.0998258999998143,24,2,BART
6,4,False,20,3.7746133000000555,24,2,BART
7,3,False,15,2.8257745000000796,24,2,BART
8,4,False,20,3.3997357999996893,24,2,BART
9,5,False,25,3.857616600000256,24,2,BART
,,,,,,,
Summary Statistics,,,,,,,
平均充气次数,3.8,,,,,,
爆炸率(%),20.0,,,,,,
总收益(¥),160,,,,,,
每个气球平均收益(¥),16.0,,,,,,
