level,n_back,block,accuracy,mean_rt,participant_id,session
block,0.0,0.0,93.33333333333333,,19,2
block,0.0,1.0,83.33333333333334,,19,2
block,1.0,0.0,86.66666666666667,,19,2
block,1.0,1.0,93.33333333333333,,19,2
block,2.0,0.0,80.0,,19,2
block,2.0,1.0,93.33333333333333,,19,2
task,0.0,all,88.33333333333333,,19,2
task,1.0,all,90.0,,19,2
task,2.0,all,86.66666666666667,,19,2
