trial,word,color,response,rt,correct,block
0,红,Green,2,0.9938306999997621,True,0
1,白,Red,1,0.20911119999982475,True,0
2,蓝,Green,2,0.3710323000000244,True,0
3,白,Blue,3,0.19105130000025383,True,0
4,白,Red,1,0.5001215000002048,True,0
5,白,Blue,3,0.565297499999815,True,0
6,蓝,Red,1,0.27188470000010057,True,0
7,蓝,Blue,3,0.141230700000051,True,0
8,蓝,Red,1,0.41305190000002767,True,0
9,白,Green,2,0.34142800000017814,True,0
10,绿,Red,1,0.3593934000000445,True,0
11,白,Blue,3,0.23778280000033192,True,0
0,蓝,Red,1,0.36743669999987105,True,1
1,绿,Red,1,0.23074640000004365,True,1
2,绿,Blue,3,0.10141040000007706,True,1
3,蓝,Blue,3,0.11764959999982239,True,1
4,红,Red,1,0.14270459999988816,True,1
5,白,Green,2,0.3999954999999318,True,1
6,蓝,Blue,3,0.06318640000017695,True,1
7,绿,Green,2,0.8977178000000094,True,1
8,蓝,Green,2,0.21474280000029466,True,1
9,白,Green,2,0.06946179999977176,True,1
10,绿,Blue,3,0.16083960000014486,True,1
11,绿,Red,1,0.03869280000026265,True,1
0,红,Blue,3,0.41445459999977174,True,2
1,蓝,Blue,3,0.06186370000023089,True,2
2,绿,Blue,3,0.865202699999827,True,2
3,绿,Blue,3,0.059594100000140315,True,2
4,白,Green,2,0.11834929999986343,True,2
5,绿,Blue,3,0.08475690000022951,True,2
6,红,Red,1,0.12911450000001423,True,2
7,绿,Green,2,0.24212409999972806,True,2
8,蓝,Blue,3,0.17187539999986257,True,2
9,白,Blue,3,0.1977735999998913,True,2
10,绿,Red,1,0.09590699999989738,True,2
11,白,Green,2,0.19819649999999456,True,2
0,红,Red,1,0.4063658000000032,True,3
1,蓝,Red,1,0.5037821999999323,True,3
2,白,Blue,3,0.5443121999996947,True,3
3,白,Green,2,0.02203060000010737,True,3
4,红,Red,1,0.06792859999995926,True,3
5,蓝,Green,2,0.2240182000000459,True,3
6,绿,Green,2,0.2768184999999903,True,3
7,白,Blue,3,0.2367525999998179,True,3
8,白,Blue,3,0.6415503999996872,True,3
9,红,Green,2,0.34571219999997993,True,3
10,绿,Green,2,0.12429680000013832,True,3
11,白,Red,1,0.0427654000000075,True,3
0,绿,Green,3,0.25995400000010704,False,4
1,红,Green,2,0.24798539999983404,True,4
2,绿,Green,2,0.6843972000001486,True,4
3,绿,Red,1,0.23556139999982406,True,4
4,白,Green,2,0.21760549999999057,True,4
5,蓝,Red,1,0.1437815999997838,True,4
6,红,Red,1,0.21340909999980795,True,4
7,绿,Green,2,0.125291500000003,True,4
8,绿,Blue,3,0.47527339999987817,True,4
9,绿,Blue,3,0.12603020000005927,True,4
10,白,Red,1,0.1588858000000073,True,4
11,白,Blue,3,0.15485009999974864,True,4
0,蓝,Green,2,0.551374399999986,True,5
1,白,Green,2,0.2976843999999801,True,5
2,蓝,Red,1,0.07375529999990249,True,5
3,白,Blue,3,0.5627369999997427,True,5
4,绿,Red,1,0.08302510000021357,True,5
5,蓝,Blue,3,0.0395821000001888,True,5
6,绿,Blue,3,0.016315900000336114,True,5
7,白,Red,1,0.04308030000038343,True,5
8,白,Green,2,0.012229299999944487,True,5
9,绿,Green,2,0.16873329999998532,True,5
10,绿,Red,1,0.15915459999996528,True,5
11,白,Green,2,0.3875799000002189,True,5
0,蓝,Red,1,0.3746759999999085,True,6
1,白,Blue,3,1.0453542000000198,True,6
2,白,Red,1,0.11991839999973308,True,6
3,白,Blue,3,0.239965299999767,True,6
4,绿,Red,1,0.42832429999998567,True,6
5,白,Blue,3,0.3996292000001631,True,6
6,绿,Green,2,0.19511259999990216,True,6
7,蓝,Red,1,0.39041990000032456,True,6
8,绿,Blue,3,0.549758699999984,True,6
9,红,Blue,3,0.36354350000010527,True,6
10,绿,Blue,3,0.11369680000007065,True,6
11,绿,Green,2,0.20470060000025114,True,6
0,红,Blue,3,1.5594599000000926,True,7
1,红,Blue,3,0.3275370000001203,True,7
2,红,Green,2,0.3145211000000927,True,7
3,红,Blue,3,0.6408248999996431,True,7
4,绿,Green,2,1.0222625999999764,True,7
5,绿,Red,1,0.05423129999962839,True,7
6,绿,Red,1,0.06204410000009375,True,7
7,红,Green,2,0.426463700000113,True,7
8,红,Green,2,0.14587740000024496,True,7
9,绿,Green,2,0.08588609999969776,True,7
10,蓝,Blue,3,0.7774994000001243,True,7
11,绿,Blue,3,0.48647829999981695,True,7
