balloon,pumps,exploded,earned,rt,participant_id,session,task
0,5,True,0,40.600092499982566,8,2,BART
1,5,False,25,4.08865060005337,8,2,BART
2,5,False,25,3.50958900002297,8,2,BART
3,2,True,0,1.2562870000256225,8,2,BART
4,5,True,0,2.366357700084336,8,2,BART
5,5,False,25,3.9517705999314785,8,2,BART
6,4,True,0,6.665040499996394,8,2,BART
7,5,False,25,3.1353851000312716,8,2,BART
8,5,False,25,2.9487375000026077,8,2,BART
9,5,True,0,2.2171612000092864,8,2,BART
,,,,,,,
Summary Statistics,,,,,,,
平均充气次数,4.6,,,,,,
爆炸率(%),50.0,,,,,,
总收益(¥),125,,,,,,
每个气球平均收益(¥),12.5,,,,,,
