trial,word,color,response,rt,correct,block
0,蓝,Green,2,0.24438540000119247,True,0
1,红,Blue,3,0.3471785000001546,True,0
2,白,Red,1,0.07515299998340197,True,0
3,红,Red,1,0.5108040999912191,True,0
4,红,Red,1,0.24640700002782978,True,0
5,蓝,Blue,3,0.2909685999911744,True,0
6,蓝,Green,2,0.2633804999932181,True,0
7,红,Red,1,0.023218899994390085,True,0
8,白,Green,2,0.08929370000259951,True,0
9,绿,Red,1,0.12442560002091341,True,0
10,绿,Blue,3,0.0479613000061363,True,0
11,蓝,Red,1,0.01440129999537021,True,0
0,绿,Red,1,0.14689410000573844,True,1
1,红,Blue,3,0.2113447999872733,True,1
2,白,Red,1,0.08573170000454411,True,1
3,绿,Green,2,0.007028600026387721,True,1
4,绿,Blue,3,0.3478101000073366,True,1
5,白,Green,2,0.24899029999505728,True,1
6,白,Blue,3,0.16556829999899492,True,1
7,白,Red,1,0.05791599999065511,True,1
8,蓝,Green,2,0.26540750000276603,True,1
9,红,Red,1,0.2857648999779485,True,1
10,白,Green,2,0.18467630000668578,True,1
11,白,Green,2,0.4308922999771312,True,1
0,绿,Green,2,0.29704010000568815,True,2
1,红,Green,2,0.13861890000407584,True,2
2,绿,Blue,3,0.14969930000370368,True,2
3,红,Red,1,0.082254799985094,True,2
4,绿,Red,1,0.4246359999815468,True,2
5,绿,Red,1,0.27636050002183765,True,2
6,蓝,Green,2,0.0910194999887608,True,2
7,白,Red,1,0.10345870000310242,True,2
8,红,Green,2,0.15641960001084954,True,2
9,白,Green,2,0.1754934000200592,True,2
10,蓝,Red,1,0.210305899992818,True,2
11,绿,Green,2,0.16072129999520257,True,2
0,红,Red,1,0.26014710002345964,True,3
1,蓝,Blue,3,0.14039189997129142,True,3
2,红,Blue,3,0.04976670001633465,True,3
3,白,Green,1,0.09598739998182282,False,3
4,白,Red,1,0.2693161000206601,True,3
5,绿,Red,1,0.0357367999968119,True,3
6,红,Red,1,0.4459400000050664,True,3
7,红,Blue,3,0.024014900001930073,True,3
8,红,Green,2,0.06941329999244772,True,3
9,红,Red,1,0.10416079999413341,True,3
10,白,Green,2,0.058374299987917766,True,3
11,红,Blue,3,0.03873680002288893,True,3
0,绿,Red,1,0.3001366999815218,True,4
1,红,Red,1,0.14779280000948347,True,4
2,红,Blue,3,0.20056820000172593,True,4
3,红,Green,2,0.048947100003715605,True,4
4,白,Blue,3,0.22021309999399818,True,4
5,红,Blue,3,0.5809737000090536,True,4
6,蓝,Red,1,0.22917019997839816,True,4
7,蓝,Red,1,0.34436030001961626,True,4
8,红,Blue,3,0.15969879998010583,True,4
9,白,Red,1,0.16616419999627396,True,4
10,绿,Red,1,0.28612199999042787,True,4
11,白,Blue,2,0.1902764999831561,False,4
0,绿,Blue,3,0.2659488999925088,True,5
1,白,Green,2,0.09434730000793934,True,5
2,绿,Green,2,0.042780599993420765,True,5
3,白,Red,1,0.16187079998780973,True,5
4,蓝,Green,2,0.054510599991772324,True,5
5,绿,Red,1,0.19935600002645515,True,5
6,白,Blue,3,0.07180289999814704,True,5
7,白,Green,2,0.5234353999840096,True,5
8,蓝,Red,1,0.3920153999933973,True,5
9,白,Red,1,0.18312080000760034,True,5
10,红,Green,2,0.10474749997956678,True,5
11,蓝,Green,2,0.15033829997992143,True,5
0,蓝,Green,2,0.18969970001489855,True,6
1,红,Green,2,0.17443270000512712,True,6
2,白,Green,2,0.4275503000244498,True,6
3,绿,Green,2,0.19057670002803206,True,6
4,红,Green,2,0.14872110000578687,True,6
5,白,Red,1,0.0865236000099685,True,6
6,白,Green,2,0.18566820002160966,True,6
7,蓝,Green,2,0.3575362999981735,True,6
8,绿,Red,1,0.33378330001141876,True,6
9,蓝,Blue,3,0.1674312999821268,True,6
10,白,Green,2,0.24138099999981932,True,6
11,蓝,Green,2,0.08678239997243509,True,6
0,绿,Green,2,0.10025499999755993,True,7
1,蓝,Red,1,0.060377700021490455,True,7
2,蓝,Red,1,0.07513700000708923,True,7
3,白,Blue,3,0.07787800001096912,True,7
4,绿,Blue,3,0.08045569999376312,True,7
5,白,Red,1,0.07077839999692515,True,7
6,绿,Red,1,0.21599110000533983,True,7
7,红,Blue,3,0.10391939998953603,True,7
8,蓝,Blue,3,0.038306100002955645,True,7
9,绿,Blue,3,0.24421229999279603,True,7
10,蓝,Red,1,0.09059750000596978,True,7
11,红,Red,1,0.013672500004759058,True,7
