level,n_back,block,accuracy,mean_rt,participant_id,session
block,0.0,0.0,96.66666666666667,,18,1
block,0.0,1.0,100.0,,18,1
block,1.0,0.0,96.66666666666667,,18,1
block,1.0,1.0,93.33333333333333,,18,1
block,2.0,0.0,76.66666666666667,,18,1
block,2.0,1.0,86.66666666666667,,18,1
task,0.0,all,98.33333333333333,,18,1
task,1.0,all,95.0,,18,1
task,2.0,all,81.66666666666667,,18,1
