balloon,pumps,exploded,earned,rt,participant_id,session,task
0,2,True,0,1.4493578000001435,30,2,BART
1,4,False,20,4.054911200000333,30,2,BART
2,5,False,25,3.984612499999912,30,2,BART
3,5,True,0,2.916985400000158,30,2,BART
4,7,True,0,6.639545399999861,30,2,BART
5,6,True,0,3.0635732999999163,30,2,BART
6,5,False,25,4.413138899999922,30,2,BART
7,6,False,30,4.333211000000119,30,2,BART
8,4,True,0,2.390294299999823,30,2,BART
9,6,False,30,4.29250680000041,30,2,BART
,,,,,,,
Summary Statistics,,,,,,,
平均充气次数,5.0,,,,,,
爆炸率(%),50.0,,,,,,
总收益(¥),130,,,,,,
每个气球平均收益(¥),13.0,,,,,,
