level,n_back,block,accuracy,mean_rt,participant_id,session
block,0.0,0.0,90.0,,22,1
block,0.0,1.0,100.0,,22,1
block,1.0,0.0,100.0,,22,1
block,1.0,1.0,90.0,,22,1
block,2.0,0.0,80.0,,22,1
block,2.0,1.0,90.0,,22,1
task,0.0,all,95.0,,22,1
task,1.0,all,95.0,,22,1
task,2.0,all,85.0,,22,1
