phase,category,mean_valence,mean_arousal,participant_id,session
baseline,positive,5.9,5.75,111,2
baseline,neutral,5.4,5.25,111,2
baseline,negative,3.05,6.85,111,2
regulation,negative,4.05,5.55,111,2
