trial,word,color,response,rt,correct,block
0,蓝,Green,2,0.39196130000345875,True,0
1,白,Green,2,0.2521293999889167,True,0
2,白,Red,1,0.08660889999009669,True,0
3,红,Red,1,0.15474149999499787,True,0
4,绿,Blue,3,0.1648496999987401,True,0
5,红,Green,2,0.08785740000894293,True,0
6,白,Blue,3,0.05172329999913927,True,0
7,蓝,Green,2,0.37717849999899045,True,0
8,蓝,Blue,3,0.12831689999438822,True,0
9,白,Red,1,0.05386259999067988,True,0
10,白,Green,2,0.2900946000008844,True,0
11,红,Red,1,0.04643980000400916,True,0
0,蓝,Blue,3,0.29688069999974687,True,1
1,绿,Blue,3,0.10095750000618864,True,1
2,红,Red,1,0.06347619999723975,True,1
3,红,Red,1,0.362135200004559,True,1
4,蓝,Green,2,0.02168909998727031,True,1
5,绿,Blue,3,0.01104309999209363,True,1
6,红,Blue,3,0.022548799999640323,True,1
7,绿,Green,2,0.056365500000538304,True,1
8,蓝,Red,1,0.05179129999305587,True,1
9,红,Red,1,0.3116615000035381,True,1
10,红,Red,1,0.1803749999962747,True,1
11,绿,Green,2,0.03612259999499656,True,1
0,绿,Red,1,0.3253324999968754,True,2
1,蓝,Blue,3,0.08591059999889694,True,2
2,绿,Green,2,0.005717699998058379,True,2
3,白,Green,2,0.03807460000098217,True,2
4,红,Blue,3,0.16431130000273697,True,2
5,白,Blue,3,0.3140543999907095,True,2
6,蓝,Red,1,0.03463429999828804,True,2
7,红,Blue,3,0.09003870000015013,True,2
8,绿,Green,2,0.029449499998008832,True,2
9,白,Red,1,0.039149099990027025,True,2
10,绿,Blue,3,0.31759360000432935,True,2
11,蓝,Red,1,0.08185430000594351,True,2
0,蓝,Red,1,0.12130690000776667,True,3
1,蓝,Red,1,0.03647300000011455,True,3
2,蓝,Green,2,0.20407550000527408,True,3
3,绿,Blue,3,0.02021940000122413,True,3
4,白,Green,2,0.060533700001542456,True,3
5,绿,Red,1,0.13590979999571573,True,3
6,蓝,Red,1,0.019172600004822016,True,3
7,蓝,Red,1,0.32136990000435617,True,3
8,红,Red,1,0.05268890000297688,True,3
9,蓝,Red,1,0.03586199998972006,True,3
10,绿,Red,1,0.1062272999988636,True,3
11,红,Blue,3,0.1384684000076959,True,3
0,蓝,Green,2,0.17973410000558943,True,4
1,蓝,Blue,3,0.04355370000121184,True,4
2,白,Red,1,0.03672230000665877,True,4
3,红,Blue,3,0.07318829999712761,True,4
4,绿,Red,1,0.08209199999691918,True,4
5,白,Red,1,0.22051669999200385,True,4
6,绿,Blue,3,0.10310110000136774,True,4
7,蓝,Blue,3,0.2738621000025887,True,4
8,白,Red,1,0.004331900010583922,True,4
9,绿,Red,1,0.02097650000359863,True,4
10,白,Green,2,0.059941899991827086,True,4
11,绿,Red,1,0.23316230000637006,True,4
0,白,Green,2,0.20769129999098368,True,5
1,蓝,Green,2,0.07376810000278056,True,5
2,蓝,Blue,3,0.02042829999118112,True,5
3,红,Green,2,0.001410199998645112,True,5
4,绿,Red,1,0.05443970000487752,True,5
5,白,Green,2,0.3821544999955222,True,5
6,绿,Blue,3,0.11079359998984728,True,5
7,红,Blue,3,0.39628929999889806,True,5
8,蓝,Blue,3,0.12426589999813586,True,5
9,白,Green,2,0.05675350000092294,True,5
10,绿,Red,1,0.003048799990210682,True,5
11,蓝,Blue,3,0.19969520000449847,True,5
0,绿,Green,2,0.20090379999601282,True,6
1,绿,Green,2,0.06044600000313949,True,6
2,红,Blue,3,0.023879699991084635,True,6
3,红,Green,2,0.024321500008227304,True,6
4,白,Red,1,0.23906609999539796,True,6
5,蓝,Green,2,0.010172599999350496,True,6
6,白,Green,2,0.08065530000021681,True,6
7,红,Green,2,0.0376896000088891,True,6
8,蓝,Blue,3,0.022887099999934435,True,6
9,蓝,Red,1,0.02426740000373684,True,6
10,白,Green,2,0.0015462999872397631,True,6
11,白,Green,2,0.05091340000217315,True,6
0,红,Red,1,0.1802222999976948,True,7
1,白,Blue,3,0.041273199996794574,True,7
2,白,Green,2,0.06049790000542998,True,7
3,白,Red,1,0.10096550000889692,True,7
4,白,Green,2,0.07810230000177398,True,7
5,绿,Blue,3,0.33883130000322126,True,7
6,蓝,Green,2,0.09358770000108052,True,7
7,红,Red,1,0.024948000005679205,True,7
8,红,Red,1,0.05620989999442827,True,7
9,白,Green,2,0.07335699998657219,True,7
10,蓝,Blue,3,0.05714570000418462,True,7
11,蓝,Green,2,0.09039470000425354,True,7
