trial,stimulus,target,response,rt,correct,n_back,block,participant_id,session,task
0,X,True,True,0.46178149999832385,True,0,0,2,1,N-back
1,M,False,False,,True,0,0,2,1,N-back
2,L,False,False,,True,0,0,2,1,N-back
3,R,False,False,,True,0,0,2,1,N-back
4,J,False,False,,True,0,0,2,1,N-back
5,C,False,False,,True,0,0,2,1,N-back
6,H,False,False,,True,0,0,2,1,N-back
7,X,True,True,0.3262799999974959,True,0,0,2,1,N-back
8,H,False,False,,True,0,0,2,1,N-back
9,B,False,False,,True,0,0,2,1,N-back
10,X,True,True,0.4092597000017122,True,0,0,2,1,N-back
11,Q,False,False,,True,0,0,2,1,N-back
12,S,False,False,,True,0,0,2,1,N-back
13,Y,False,False,,True,0,0,2,1,N-back
14,G,False,False,,True,0,0,2,1,N-back
15,C,False,False,,True,0,0,2,1,N-back
16,Z,False,False,,True,0,0,2,1,N-back
17,X,True,True,0.3802959999993618,True,0,0,2,1,N-back
18,R,False,False,,True,0,0,2,1,N-back
19,X,True,False,,False,0,0,2,1,N-back
20,J,False,False,,True,0,0,2,1,N-back
21,X,True,True,0.37400560000241967,True,0,0,2,1,N-back
22,B,False,False,,True,0,0,2,1,N-back
23,Y,False,False,,True,0,0,2,1,N-back
24,O,False,False,,True,0,0,2,1,N-back
25,V,False,False,,True,0,0,2,1,N-back
26,T,False,False,,True,0,0,2,1,N-back
27,X,True,True,0.427404199999728,True,0,0,2,1,N-back
28,I,False,False,,True,0,0,2,1,N-back
29,X,True,False,,False,0,0,2,1,N-back
0,X,True,True,0.48649199999999837,True,0,1,2,1,N-back
1,X,True,True,0.3540151000015612,True,0,1,2,1,N-back
2,C,False,False,,True,0,1,2,1,N-back
3,T,False,False,,True,0,1,2,1,N-back
4,D,False,False,,True,0,1,2,1,N-back
5,X,True,True,0.35071830000015325,True,0,1,2,1,N-back
6,D,False,False,,True,0,1,2,1,N-back
7,A,False,False,,True,0,1,2,1,N-back
8,V,False,False,,True,0,1,2,1,N-back
9,G,False,False,,True,0,1,2,1,N-back
10,R,False,False,,True,0,1,2,1,N-back
11,J,False,False,,True,0,1,2,1,N-back
12,U,False,False,,True,0,1,2,1,N-back
13,V,False,False,,True,0,1,2,1,N-back
14,X,True,True,0.3477898000019195,True,0,1,2,1,N-back
15,X,True,False,,False,0,1,2,1,N-back
16,F,False,False,,True,0,1,2,1,N-back
17,X,True,True,0.3892634000003454,True,0,1,2,1,N-back
18,Z,False,False,,True,0,1,2,1,N-back
19,I,False,False,,True,0,1,2,1,N-back
20,P,False,False,,True,0,1,2,1,N-back
21,S,False,False,,True,0,1,2,1,N-back
22,X,True,True,0.38249630000063917,True,0,1,2,1,N-back
23,X,True,False,,False,0,1,2,1,N-back
24,A,False,False,,True,0,1,2,1,N-back
25,U,False,False,,True,0,1,2,1,N-back
26,I,False,False,,True,0,1,2,1,N-back
27,G,False,False,,True,0,1,2,1,N-back
