phase,category,mean_valence,mean_arousal,participant_id,session
baseline,positive,7.7,4.4,12,1
baseline,neutral,4.15,4.5,12,1
baseline,negative,1.25,7.6,12,1
regulation,negative,3.4,5.95,12,1
