level,n_back,block,accuracy,mean_rt,participant_id,session
block,0.0,0.0,93.33333333333333,,105,2
block,0.0,1.0,96.66666666666667,,105,2
block,1.0,0.0,93.33333333333333,,105,2
block,1.0,1.0,93.33333333333333,,105,2
block,2.0,0.0,86.66666666666667,,105,2
block,2.0,1.0,86.66666666666667,,105,2
task,0.0,all,95.0,,105,2
task,1.0,all,93.33333333333333,,105,2
task,2.0,all,86.66666666666667,,105,2
