phase,category,mean_valence,mean_arousal,participant_id,session
baseline,positive,5.35,3.5,32,2
baseline,neutral,5.05,2.75,32,2
baseline,negative,3.65,5.35,32,2
regulation,negative,4.1,6.95,32,2
