balloon,pumps,exploded,earned,rt,participant_id,session,task
0,5,True,0,2.7688996999986557,12,2,BART
1,4,True,0,2.197976400000698,12,2,BART
2,5,False,25,4.407177799999772,12,2,BART
3,6,True,0,6.267622899998969,12,2,BART
4,4,True,0,2.9257823000007193,12,2,BART
5,3,True,0,2.8901581000009173,12,2,BART
6,2,False,10,2.99961919999987,12,2,BART
7,4,False,20,4.034183100000519,12,2,BART
8,4,True,0,2.4399272999999084,12,2,BART
9,3,False,15,3.125801299998784,12,2,BART
,,,,,,,
Summary Statistics,,,,,,,
平均充气次数,4.0,,,,,,
爆炸率(%),60.0,,,,,,
总收益(¥),70,,,,,,
每个气球平均收益(¥),7.0,,,,,,
