balloon,pumps,exploded,earned,rt,participant_id,session,task
0,4,False,20,3.1083863999228925,102,2,BART
1,3,False,15,2.392233500024304,102,2,BART
2,4,False,20,2.983031499898061,102,2,BART
3,5,False,25,4.433953600004315,102,2,BART
4,3,False,15,2.5577756999991834,102,2,BART
5,4,False,20,3.099196500144899,102,2,BART
6,4,False,20,3.1760666999034584,102,2,BART
7,4,False,20,3.6824505000840873,102,2,BART
8,2,False,10,2.2833495000377297,102,2,BART
9,3,False,15,2.5829672999680042,102,2,BART
,,,,,,,
Summary Statistics,,,,,,,
平均充气次数,3.6,,,,,,
爆炸率(%),0.0,,,,,,
总收益(¥),180,,,,,,
每个气球平均收益(¥),18.0,,,,,,
