balloon,pumps,exploded,earned,rt,participant_id,session,task
0,3,False,15,7.298841800075024,122,2,BART
1,5,False,25,6.316866300068796,122,2,BART
2,4,True,0,7.434465599711984,122,2,BART
3,2,False,10,2.4411614001728594,122,2,BART
4,4,False,20,6.790995600167662,122,2,BART
5,2,True,0,5.811398900114,122,2,BART
6,2,False,10,4.9970515999011695,122,2,BART
7,5,True,0,7.88400339987129,122,2,BART
8,3,False,15,3.2075252002105117,122,2,BART
9,5,False,25,5.958806700073183,122,2,BART
,,,,,,,
Summary Statistics,,,,,,,
平均充气次数,3.5,,,,,,
爆炸率(%),30.0,,,,,,
总收益(¥),120,,,,,,
每个气球平均收益(¥),12.0,,,,,,
