level,n_back,block,accuracy,mean_rt,participant_id,session
block,0.0,0.0,93.33333333333333,,117,1
block,0.0,1.0,93.33333333333333,,117,1
block,1.0,0.0,100.0,,117,1
block,1.0,1.0,83.33333333333334,,117,1
block,2.0,0.0,86.66666666666667,,117,1
block,2.0,1.0,80.0,,117,1
task,0.0,all,93.33333333333333,,117,1
task,1.0,all,91.66666666666666,,117,1
task,2.0,all,83.33333333333334,,117,1
