level,n_back,block,accuracy,mean_rt,participant_id,session
block,0.0,0.0,93.33333333333333,,5,1
block,0.0,1.0,90.0,,5,1
block,1.0,0.0,90.0,,5,1
block,1.0,1.0,90.0,,5,1
block,2.0,0.0,76.66666666666667,,5,1
block,2.0,1.0,83.33333333333334,,5,1
task,0.0,all,91.66666666666666,,5,1
task,1.0,all,90.0,,5,1
task,2.0,all,80.0,,5,1
