balloon,pumps,exploded,earned,rt,participant_id,session,task
0,6,True,0,8.863929999999982,123,1,BART
1,4,False,20,7.237841200000275,123,1,BART
2,6,False,30,10.029004099999838,123,1,BART
3,7,False,35,6.420352499999808,123,1,BART
4,4,True,0,3.840671899999961,123,1,BART
5,6,True,0,4.600032199999987,123,1,BART
6,5,False,25,4.681280799999968,123,1,BART
7,6,False,30,6.201663599999847,123,1,BART
8,6,False,30,7.779395000000022,123,1,BART
9,6,False,30,9.903918900000008,123,1,BART
,,,,,,,
Summary Statistics,,,,,,,
平均充气次数,5.6,,,,,,
爆炸率(%),30.0,,,,,,
总收益(¥),200,,,,,,
每个气球平均收益(¥),20.0,,,,,,
