balloon,pumps,exploded,earned,rt,participant_id,session,task
0,6,True,0,19.371138600006816,20,2,BART
1,2,False,10,14.227604300001985,20,2,BART
2,4,False,20,10.410224699997343,20,2,BART
3,5,True,0,9.730366299991147,20,2,BART
4,2,False,10,6.58498509999481,20,2,BART
5,3,False,15,7.776490200005355,20,2,BART
6,3,True,0,2.485930200011353,20,2,BART
7,1,False,5,5.412687999996706,20,2,BART
8,4,False,20,5.608025599998655,20,2,BART
9,2,True,0,2.484331400002702,20,2,BART
,,,,,,,
Summary Statistics,,,,,,,
平均充气次数,3.2,,,,,,
爆炸率(%),40.0,,,,,,
总收益(¥),80,,,,,,
每个气球平均收益(¥),8.0,,,,,,
