phase,category,mean_valence,mean_arousal,participant_id,session
baseline,positive,6.5,3.95,22,2
baseline,neutral,5.3,2.7,22,2
baseline,negative,2.5,4.75,22,2
regulation,negative,3.95,3.15,22,2
