level,n_back,block,accuracy,mean_rt,participant_id,session
block,0.0,0.0,90.0,,118,1
block,0.0,1.0,90.0,,118,1
block,1.0,0.0,86.66666666666667,,118,1
block,1.0,1.0,93.33333333333333,,118,1
block,2.0,0.0,70.0,,118,1
block,2.0,1.0,90.0,,118,1
task,0.0,all,90.0,,118,1
task,1.0,all,90.0,,118,1
task,2.0,all,80.0,,118,1
