trial,word,color,response,rt,correct,block
0,红,Green,2,0.1303808999946341,True,0
1,白,Green,2,0.16959499999938998,True,0
2,绿,Green,2,0.671685699999216,True,0
3,红,Blue,3,0.2172915999981342,True,0
4,红,Green,2,0.016898100002435967,True,0
5,白,Blue,3,0.10740530000475701,True,0
6,红,Green,2,0.2260279000038281,True,0
7,白,Blue,3,0.04114390000177082,True,0
8,蓝,Blue,3,0.22388189999037422,True,0
9,蓝,Green,2,0.1730059999972582,True,0
10,红,Blue,3,0.29928629999631085,True,0
11,红,Green,2,0.07428190000064205,True,0
0,蓝,Blue,3,0.7421748000051593,True,1
1,绿,Blue,3,0.16957289999118075,True,1
2,白,Green,2,0.3026240999897709,True,1
3,绿,Red,1,0.20774500000698026,True,1
4,蓝,Blue,3,0.16223050000553485,True,1
5,绿,Green,2,1.4189621999976225,True,1
6,蓝,Red,1,0.16279719999874942,True,1
7,蓝,Green,2,0.01517009999952279,True,1
8,红,Red,1,0.1850720999937039,True,1
9,红,Red,1,0.25243930000578985,True,1
10,白,Red,1,0.28275089999078773,True,1
11,蓝,Green,2,0.10711339999397751,True,1
0,蓝,Green,2,0.23176329999114387,True,2
1,白,Blue,3,0.11802979999629315,True,2
2,红,Green,2,0.046550599989132024,True,2
3,红,Red,1,0.2201645000022836,True,2
4,蓝,Red,1,0.06445549998898059,True,2
5,绿,Blue,3,0.124342399998568,True,2
6,绿,Green,2,0.0034961999917868525,True,2
7,红,Blue,2,0.06005949999962468,False,2
8,白,Red,1,0.1550911999947857,True,2
9,蓝,Red,1,0.5212411000102293,True,2
10,蓝,Blue,3,0.19504189999133814,True,2
11,红,Green,2,0.02266050000616815,True,2
0,白,Green,2,0.29367489999276586,True,3
1,蓝,Blue,3,0.012812200002372265,True,3
2,蓝,Blue,3,0.23444179999933112,True,3
3,蓝,Blue,3,0.18937089999963064,True,3
4,红,Red,1,0.2073852000030456,True,3
5,绿,Green,2,0.17369260000123177,True,3
6,白,Green,2,0.1071178999991389,True,3
7,绿,Red,1,0.3065567000012379,True,3
8,红,Red,1,0.2800822999997763,True,3
9,蓝,Green,2,0.6573731999960728,True,3
10,蓝,Blue,3,0.03176529999473132,True,3
11,绿,Red,1,0.06903749999764841,True,3
0,绿,Green,2,0.1782184000039706,True,4
1,蓝,Red,1,0.22308180000982247,True,4
2,绿,Green,2,0.8607587000005879,True,4
3,绿,Red,1,0.20251139999891166,True,4
4,蓝,Green,2,0.33714200000395067,True,4
5,蓝,Blue,3,0.3189284999971278,True,4
6,蓝,Red,1,0.19339580000087153,True,4
7,绿,Blue,3,0.34549790000892244,True,4
8,白,Green,2,0.4170468999946024,True,4
9,绿,Green,2,0.2966895999998087,True,4
10,绿,Red,1,0.09170460001041647,True,4
11,绿,Green,2,0.7043058999988716,True,4
0,白,Red,1,0.8588109999982407,True,5
1,红,Blue,3,0.6545079999923473,True,5
2,红,Blue,3,0.09322120000433642,True,5
3,绿,Green,2,0.5667462999990676,True,5
4,绿,Blue,3,0.5436497000046074,True,5
5,红,Red,1,0.09273750000284053,True,5
6,红,Green,2,0.21262109999952372,True,5
7,绿,Green,2,0.35301170000457205,True,5
8,红,Red,1,0.008898599990061484,True,5
9,蓝,Blue,3,0.028280300000915304,True,5
10,白,Red,1,0.07900030000018887,True,5
11,白,Green,2,0.5848738999920897,True,5
0,绿,Red,1,0.17475809999450576,True,6
1,绿,Red,1,0.08094260000507347,True,6
2,红,Red,1,0.2362074999982724,True,6
3,蓝,Red,1,0.09926229999109637,True,6
4,蓝,Blue,3,0.12372959998901933,True,6
5,绿,Green,2,0.023309900003368966,True,6
6,蓝,Red,1,0.010572400002274662,True,6
7,红,Blue,2,0.3117793999990681,False,6
8,绿,Red,1,0.563909499993315,True,6
9,蓝,Blue,3,0.18685540001024492,True,6
10,白,Red,1,0.09812320000492036,True,6
11,白,Red,1,0.21017280001251493,True,6
0,蓝,Blue,3,0.11471360000723507,True,7
1,红,Green,2,0.054100599998491816,True,7
2,绿,Green,2,0.17557330000272486,True,7
3,绿,Red,1,0.2923381000000518,True,7
4,红,Blue,3,0.21932160000142176,True,7
5,绿,Green,2,0.11510699999053031,True,7
6,红,Red,1,0.009019499993883073,True,7
7,白,Red,1,0.0013147999998182058,True,7
8,红,Blue,3,0.11818059999495745,True,7
9,红,Red,1,0.011453200000687502,True,7
10,蓝,Red,1,0.14424889998917934,True,7
11,白,Green,2,0.030183700000634417,True,7
