trial,word,color,response,rt,correct,block
0,蓝,Green,2,0.2822644999832846,True,0
1,红,Blue,3,0.1282995999790728,True,0
2,蓝,Green,2,0.10198029997991398,True,0
3,绿,Green,2,0.036726700025610626,True,0
4,绿,Green,2,0.036781700036954135,True,0
5,白,Blue,3,0.14231009996728972,True,0
6,红,Blue,3,0.10427080001682043,True,0
7,绿,Blue,3,0.050299800001084805,True,0
8,白,Red,1,1.7836038999957964,True,0
9,绿,Green,2,0.9430156999733299,True,0
10,绿,Red,1,0.15068810002412647,True,0
11,红,Red,1,0.17094099998939782,True,0
0,红,Red,1,0.11863630003063008,True,1
1,白,Red,1,0.7589791999780573,True,1
2,绿,Red,1,0.7459396999911405,True,1
3,白,Red,1,0.24295889999484643,True,1
4,红,Green,2,0.20777730003464967,True,1
5,绿,Blue,3,0.4334810000145808,True,1
6,绿,Blue,3,1.0110815000371076,True,1
7,红,Green,2,0.117845100001432,True,1
8,白,Blue,3,0.3038566000177525,True,1
9,绿,Red,1,0.22876879997784272,True,1
10,绿,Red,1,0.23740029998589307,True,1
11,白,Red,1,0.07595609995769337,True,1
0,绿,Green,2,0.2523675999836996,True,2
1,白,Blue,3,0.20937120000598952,True,2
2,红,Blue,3,0.1082888999953866,True,2
3,红,Green,2,0.18843550002202392,True,2
4,绿,Green,2,0.8172248999471776,True,2
5,白,Blue,3,0.4214466999983415,True,2
6,白,Blue,3,0.12061399995582178,True,2
7,蓝,Red,1,0.25228299997979775,True,2
8,蓝,Red,1,0.13434239994967356,True,2
9,蓝,Red,1,0.6010170000372455,True,2
10,蓝,Red,1,0.17011579999234527,True,2
11,绿,Red,1,0.23745279997820035,True,2
0,蓝,Green,2,0.4860933999880217,True,3
1,红,Red,1,0.036608099995646626,True,3
2,蓝,Green,2,0.18613940000068396,True,3
3,红,Green,2,0.27324539999244735,True,3
4,白,Red,1,0.26115020003635436,True,3
5,蓝,Blue,3,0.12405749998288229,True,3
6,白,Blue,3,0.1622429999988526,True,3
7,红,Green,2,0.09830179996788502,True,3
8,绿,Blue,3,0.10207620001165196,True,3
9,绿,Blue,3,0.5346518999431282,True,3
10,红,Blue,3,0.08876500005135313,True,3
11,蓝,Green,2,0.1557652999763377,True,3
0,蓝,Green,2,0.3169141999678686,True,4
1,红,Red,1,0.698487599962391,True,4
2,绿,Green,2,0.2809739999938756,True,4
3,白,Green,2,0.28496499999891967,True,4
4,红,Green,2,0.49413770000683144,True,4
5,白,Green,2,0.316653799964115,True,4
6,绿,Blue,3,0.08228189998771995,True,4
7,蓝,Red,1,0.16859690001001582,True,4
8,绿,Red,1,0.14570829999865964,True,4
9,蓝,Blue,3,0.5285008000209928,True,4
10,蓝,Red,1,0.17824019998079166,True,4
11,红,Red,1,0.09858049999456853,True,4
0,绿,Green,2,0.278257800033316,True,5
1,绿,Green,2,0.04023300000699237,True,5
2,白,Blue,3,0.25409090000903234,True,5
3,红,Blue,3,0.5899639999843203,True,5
4,绿,Red,1,1.068055399984587,True,5
5,白,Blue,3,0.3160317000001669,True,5
6,白,Green,2,0.6493457999895327,True,5
7,绿,Blue,3,0.4590048000100069,True,5
8,红,Green,2,0.21759860002202913,True,5
9,红,Blue,3,0.6894470999832265,True,5
10,蓝,Blue,3,0.10090319998562336,True,5
11,白,Blue,3,0.13225820002844557,True,5
0,蓝,Blue,3,0.31136849999893457,True,6
1,红,Green,2,0.06612869998207316,True,6
2,白,Blue,3,0.3734975000261329,True,6
3,红,Blue,3,0.5742371000233106,True,6
4,白,Red,1,0.12465879996307194,True,6
5,红,Blue,3,0.23249279998708516,True,6
6,红,Green,2,0.1881347000016831,True,6
7,蓝,Green,2,0.23718270001700148,True,6
8,白,Blue,3,0.34358619997510687,True,6
9,红,Blue,3,0.3170884999562986,True,6
10,白,Blue,3,0.08266490005189553,True,6
11,蓝,Green,2,0.10861070000100881,True,6
0,白,Green,2,0.10145550000015646,True,7
1,蓝,Green,2,0.01247660000808537,True,7
2,红,Blue,3,0.07196019997354597,True,7
3,白,Green,2,0.609542699996382,True,7
4,白,Blue,3,0.1360522000468336,True,7
5,红,Red,1,0.20814740000059828,True,7
6,蓝,Blue,3,0.14372450002701953,True,7
7,绿,Green,2,0.08049279998522252,True,7
8,绿,Blue,3,0.050741500046569854,True,7
9,绿,Red,1,0.3244208000251092,True,7
10,红,Blue,3,0.7150597000145353,True,7
11,绿,Blue,3,0.28009849996306,True,7
