balloon,pumps,exploded,earned,rt,participant_id,session,task
0,3,True,0,11.067040399997495,15,1,BART
1,2,False,10,3.165032399992924,15,1,BART
2,3,False,15,6.017348299967125,15,1,BART
3,3,False,15,7.525038299965672,15,1,BART
4,4,False,20,7.42393600003561,15,1,BART
5,4,False,20,12.742333400005009,15,1,BART
6,4,False,20,9.141119999985676,15,1,BART
7,5,True,0,10.948799799953122,15,1,BART
8,4,False,20,9.958920200006105,15,1,BART
9,4,False,20,6.226018399989698,15,1,BART
,,,,,,,
Summary Statistics,,,,,,,
平均充气次数,3.6,,,,,,
爆炸率(%),20.0,,,,,,
总收益(¥),140,,,,,,
每个气球平均收益(¥),14.0,,,,,,
