balloon,pumps,exploded,earned,rt,participant_id,session,task
0,6,False,30,15.529097299993737,20,1,BART
1,2,True,0,6.634421200011275,20,1,BART
2,4,True,0,14.410455000004731,20,1,BART
3,4,False,20,13.005946600009338,20,1,BART
4,5,False,25,17.840895999994245,20,1,BART
5,7,True,0,12.759128400008194,20,1,BART
6,4,False,20,4.700273099995684,20,1,BART
7,5,True,0,5.077685299998848,20,1,BART
8,2,False,10,4.6544068999937735,20,1,BART
9,5,False,25,8.367714099993464,20,1,BART
,,,,,,,
Summary Statistics,,,,,,,
平均充气次数,4.4,,,,,,
爆炸率(%),40.0,,,,,,
总收益(¥),130,,,,,,
每个气球平均收益(¥),13.0,,,,,,
