level,n_back,block,accuracy,mean_rt,participant_id,session
block,0.0,0.0,70.0,,2,2
block,0.0,1.0,100.0,,2,2
block,1.0,0.0,33.33333333333333,,2,2
block,1.0,1.0,55.55555555555556,,2,2
block,2.0,0.0,60.0,,2,2
block,2.0,1.0,66.66666666666666,,2,2
task,0.0,all,78.57142857142857,,2,2
task,1.0,all,46.666666666666664,,2,2
task,2.0,all,62.5,,2,2
