trial,word,color,response,rt,correct,block
0,蓝,Green,2,0.1346944999822881,True,0
1,白,Green,2,0.10224119998747483,True,0
2,绿,Blue,3,0.01617739998619072,True,0
3,蓝,Blue,3,0.3975159999972675,True,0
4,白,Red,1,0.15263700002105907,True,0
5,红,Green,2,0.07200409998768009,True,0
6,红,Green,2,0.0021686000109184533,True,0
7,蓝,Blue,3,0.014463200001046062,True,0
8,蓝,Blue,3,0.00668500000028871,True,0
9,绿,Blue,3,0.2606757000030484,True,0
10,绿,Green,2,0.015468600002350286,True,0
11,绿,Red,1,0.3934558999899309,True,0
0,蓝,Green,2,0.06354689999716356,True,1
1,红,Green,2,0.19744519999949262,True,1
2,绿,Green,2,0.07094919998780824,True,1
3,红,Blue,3,0.31741150000016205,True,1
4,红,Green,2,0.06706260002101772,True,1
5,红,Red,1,0.07717830000910908,True,1
6,蓝,Red,1,0.15570390000357293,True,1
7,蓝,Red,1,0.0900545000040438,True,1
8,白,Red,1,0.053708999999798834,True,1
9,白,Blue,3,0.11230460001388565,True,1
10,红,Green,2,0.0351440999947954,True,1
11,蓝,Blue,3,0.20877749999635853,True,1
0,红,Red,1,0.027374900004360825,True,2
1,蓝,Green,2,0.06624050001846626,True,2
2,白,Blue,3,0.18171049997908995,True,2
3,白,Green,2,0.09867390000727028,True,2
4,红,Blue,3,0.07594860001699999,True,2
5,白,Blue,3,0.020040900009917095,True,2
6,红,Red,1,0.22489699997822754,True,2
7,白,Blue,3,0.23874500000965782,True,2
8,蓝,Red,1,0.15663550002500415,True,2
9,红,Green,2,0.0770353999978397,True,2
10,白,Green,2,0.1692384000052698,True,2
11,红,Green,2,0.04417680000187829,True,2
0,红,Blue,3,0.041761300002690405,True,3
1,红,Blue,3,0.05315299998619594,True,3
2,绿,Green,2,0.031016199995065108,True,3
3,白,Red,1,0.07154669999727048,True,3
4,红,Green,2,0.12478779998491518,True,3
5,蓝,Green,2,0.005288899992592633,True,3
6,白,Green,2,0.10159870001371019,True,3
7,红,Blue,3,0.08397570002125576,True,3
8,绿,Green,2,0.005598700023256242,True,3
9,蓝,Green,2,0.16532830000505783,True,3
10,绿,Blue,3,0.27778020000550896,True,3
11,绿,Blue,3,0.1840210000227671,True,3
0,绿,Red,1,0.4965745999943465,True,4
1,蓝,Green,3,0.1705470000160858,False,4
2,绿,Red,1,0.03242169998702593,True,4
3,绿,Green,2,0.045013199996901676,True,4
4,蓝,Blue,3,0.14669490000233054,True,4
5,蓝,Red,1,0.13696179998805746,True,4
6,红,Red,1,0.11676720000104979,True,4
7,绿,Green,2,0.45849850002559833,True,4
8,绿,Red,1,0.0987322999862954,True,4
9,白,Red,1,0.07526670000515878,True,4
10,绿,Red,1,0.13212819999898784,True,4
11,蓝,Red,1,0.17728030000580475,True,4
0,蓝,Green,2,0.047703899996122345,True,5
1,蓝,Blue,3,0.2182957000040915,True,5
2,绿,Green,2,0.0546221999975387,True,5
3,蓝,Red,1,0.1609415999846533,True,5
4,绿,Blue,3,0.14429560001008213,True,5
5,绿,Blue,3,0.23601560000679456,True,5
6,白,Green,2,0.19709170001442544,True,5
7,白,Green,2,0.08515780000016093,True,5
8,绿,Green,2,0.09647950000362471,True,5
9,白,Blue,3,0.11435799999162555,True,5
10,白,Green,3,0.013073799986159429,False,5
11,绿,Blue,3,0.20980569999665022,True,5
0,绿,Green,2,0.24740969997947104,True,6
1,蓝,Blue,3,0.010896299994783476,True,6
2,红,Blue,3,0.013330399990081787,True,6
3,蓝,Green,2,0.20028089999686927,True,6
4,红,Blue,3,0.1879921999934595,True,6
5,蓝,Blue,3,0.0030980999872554094,True,6
6,红,Red,1,0.1929128000047058,True,6
7,绿,Green,2,0.3734720000065863,True,6
8,红,Blue,3,0.02920669998275116,True,6
9,蓝,Blue,3,0.27947030001087114,True,6
10,绿,Blue,3,0.11875639998470433,True,6
11,绿,Red,1,0.04717689999961294,True,6
0,红,Blue,3,0.11871410001185723,True,7
1,绿,Green,2,0.0019567999988794327,True,7
2,绿,Green,2,0.07337080000434071,True,7
3,白,Green,2,0.1680888999835588,True,7
4,红,Blue,3,0.2352072999929078,True,7
5,绿,Green,2,0.11611539998557419,True,7
6,绿,Blue,3,0.06905099999858066,True,7
7,蓝,Red,1,0.06450619999668561,True,7
8,白,Green,2,0.018583099998068064,True,7
9,蓝,Green,2,0.17545489998883568,True,7
10,白,Blue,3,0.058310699998401105,True,7
11,绿,Red,1,0.04827510000905022,True,7
