phase,category,mean_valence,mean_arousal,participant_id,session
baseline,positive,7.25,3.95,112,1
baseline,neutral,5.05,1.8,112,1
baseline,negative,2.1,3.15,112,1
regulation,negative,2.95,2.8,112,1
