balloon,pumps,exploded,earned,rt,participant_id,session,task
0,0,False,0,1.7474955001380295,109,2,BART
1,2,False,10,2.9585561000276357,109,2,BART
2,0,False,0,1.9332415000535548,109,2,BART
3,3,False,15,3.4254942999687046,109,2,BART
4,1,False,5,3.007521999999881,109,2,BART
5,3,False,15,3.525083800079301,109,2,BART
6,3,True,0,2.8415574999526143,109,2,BART
7,3,False,15,3.418343799887225,109,2,BART
8,1,False,5,1.9572874999139458,109,2,BART
9,2,False,10,4.133544299984351,109,2,BART
,,,,,,,
Summary Statistics,,,,,,,
平均充气次数,1.8,,,,,,
爆炸率(%),10.0,,,,,,
总收益(¥),75,,,,,,
每个气球平均收益(¥),7.5,,,,,,
