trial,word,color,response,rt,correct,block
0,蓝,Blue,3,0.11966660001780838,True,0
1,白,Red,1,0.11162869998952374,True,0
2,绿,Blue,3,0.32939600001554936,True,0
3,白,Red,1,0.05846999998902902,True,0
4,红,Green,2,0.050363199989078566,True,0
5,白,Green,2,0.3044677000143565,True,0
6,白,Blue,3,0.027373299992177635,True,0
7,红,Red,1,0.2961023999960162,True,0
8,绿,Red,1,0.1013647000072524,True,0
9,白,Green,2,0.3912326999998186,True,0
10,白,Red,1,0.09909189998870715,True,0
11,白,Green,2,0.12361360000795685,True,0
0,绿,Blue,3,0.40039909997722134,True,1
1,红,Red,1,0.06308849999913946,True,1
2,绿,Green,2,0.015585699991788715,True,1
3,红,Blue,3,0.0047169999743346125,True,1
4,红,Red,1,0.046921600005589426,True,1
5,绿,Green,2,0.23368200002005324,True,1
6,蓝,Red,1,0.1012967000133358,True,1
7,白,Green,2,0.34478179999860004,True,1
8,红,Blue,3,0.1664775999961421,True,1
9,红,Green,2,0.029272499989019707,True,1
10,蓝,Green,2,0.02255749999312684,True,1
11,蓝,Green,2,0.04097179998643696,True,1
0,红,Green,2,0.09762060001958162,True,2
1,蓝,Red,1,0.13917080001556315,True,2
2,绿,Red,1,0.41389470000285655,True,2
3,绿,Blue,3,0.0841288999945391,True,2
4,蓝,Blue,3,0.05272279999917373,True,2
5,绿,Red,1,0.3438083000073675,True,2
6,绿,Green,2,0.15371610000147484,True,2
7,蓝,Green,2,0.05778520001331344,True,2
8,白,Red,1,0.03851589999976568,True,2
9,蓝,Green,2,0.1257585999846924,True,2
10,白,Red,1,0.2844850000110455,True,2
11,白,Blue,3,0.35854389998712577,True,2
0,红,Blue,3,0.2444493000220973,True,3
1,白,Blue,3,0.13952719999360852,True,3
2,白,Red,2,0.10232750000432134,False,3
3,白,Blue,3,0.27329959999769926,True,3
4,蓝,Blue,3,0.14729920000536367,True,3
5,红,Red,1,0.36354029999347404,True,3
6,红,Blue,2,0.13126600001123734,False,3
7,绿,Green,2,0.1350510000193026,True,3
8,白,Green,2,0.29266140001709573,True,3
9,红,Red,1,0.11190560000250116,True,3
10,蓝,Red,1,0.2026023000071291,True,3
11,蓝,Red,1,0.1170163000060711,True,3
0,红,Red,1,0.07974209997337312,True,4
1,红,Red,1,0.13263710000319406,True,4
2,白,Green,2,0.10061860000132583,True,4
3,白,Red,1,0.12653219999629073,True,4
4,红,Blue,3,0.11334310000529513,True,4
5,红,Green,2,0.02734870000858791,True,4
6,白,Green,2,0.38747719998355024,True,4
7,白,Red,1,0.12413370001013391,True,4
8,绿,Blue,3,0.03348429998732172,True,4
9,白,Red,1,0.032484899973496795,True,4
10,白,Green,2,0.3547938999836333,True,4
11,红,Red,1,0.12153609999222681,True,4
0,红,Blue,3,0.06005550001282245,True,5
1,绿,Red,1,0.023821699986001477,True,5
2,红,Blue,3,0.06430200001341291,True,5
3,白,Green,2,0.3576988000131678,True,5
4,红,Blue,3,0.3376350999751594,True,5
5,白,Blue,3,0.15633169998181984,True,5
6,红,Red,1,0.37355710001429543,True,5
7,绿,Green,2,0.23772919998737052,True,5
8,绿,Red,1,0.19372260000091046,True,5
9,绿,Green,2,0.1331384000077378,True,5
10,白,Green,2,0.2022148000251036,True,5
11,红,Red,1,0.03789360000519082,True,5
0,蓝,Red,1,0.2055566000053659,True,6
1,白,Blue,2,0.1740062000171747,False,6
2,蓝,Red,1,0.20118920001550578,True,6
3,绿,Green,2,0.09717260001343675,True,6
4,红,Red,1,0.05208310001762584,True,6
5,白,Red,1,0.25244750001002103,True,6
6,绿,Blue,3,0.4077365999983158,True,6
7,红,Blue,3,0.17341899999883026,True,6
8,白,Blue,3,0.19891289999941364,True,6
9,蓝,Red,1,0.1520670999889262,True,6
10,白,Red,1,0.1958998000191059,True,6
11,红,Red,1,0.05234080000082031,True,6
0,红,Blue,3,0.6145777000056114,True,7
1,蓝,Blue,3,0.34962829999858513,True,7
2,绿,Blue,3,0.1303351999958977,True,7
3,白,Green,2,0.14512390000163577,True,7
4,绿,Blue,3,0.21168710000347346,True,7
5,蓝,Green,2,0.14927460000035353,True,7
6,蓝,Blue,3,0.16608759999508038,True,7
7,红,Red,1,0.08477850002236664,True,7
8,蓝,Blue,3,0.26666029999614693,True,7
9,蓝,Red,2,0.09290160000091419,False,7
10,绿,Green,2,0.1522732999874279,True,7
11,绿,Red,1,0.027001099981134757,True,7
