trial,stimulus,target,response,rt,correct,n_back,block,participant_id,session,task
0,X,True,True,0.3793518999882508,True,0,0,32,2,N-back
1,X,True,True,0.2468947000161279,True,0,0,32,2,N-back
2,Q,False,False,,True,0,0,32,2,N-back
3,E,False,False,,True,0,0,32,2,N-back
4,D,False,False,,True,0,0,32,2,N-back
5,U,False,False,,True,0,0,32,2,N-back
6,P,False,False,,True,0,0,32,2,N-back
7,P,False,False,,True,0,0,32,2,N-back
8,N,False,False,,True,0,0,32,2,N-back
9,X,True,True,0.3339348000008613,True,0,0,32,2,N-back
10,S,False,False,,True,0,0,32,2,N-back
11,J,False,False,,True,0,0,32,2,N-back
12,X,True,True,0.3605786999978591,True,0,0,32,2,N-back
13,P,False,False,,True,0,0,32,2,N-back
14,F,False,False,,True,0,0,32,2,N-back
15,F,False,False,,True,0,0,32,2,N-back
16,L,False,False,,True,0,0,32,2,N-back
17,X,True,True,0.33571610000217333,True,0,0,32,2,N-back
18,X,True,True,0.4712283999833744,True,0,0,32,2,N-back
19,V,False,False,,True,0,0,32,2,N-back
20,X,True,True,0.4423989999922924,True,0,0,32,2,N-back
21,X,True,True,0.364395999989938,True,0,0,32,2,N-back
22,X,True,True,0.27210760000161827,True,0,0,32,2,N-back
23,U,False,False,,True,0,0,32,2,N-back
24,X,True,True,0.33800250000786036,True,0,0,32,2,N-back
25,X,True,True,0.3808472999953665,True,0,0,32,2,N-back
26,H,False,False,,True,0,0,32,2,N-back
27,O,False,False,,True,0,0,32,2,N-back
28,U,False,False,,True,0,0,32,2,N-back
29,H,False,False,,True,0,0,32,2,N-back
0,S,False,False,,True,0,1,32,2,N-back
1,Q,False,False,,True,0,1,32,2,N-back
2,J,False,False,,True,0,1,32,2,N-back
3,G,False,False,,True,0,1,32,2,N-back
4,U,False,False,,True,0,1,32,2,N-back
5,N,False,False,,True,0,1,32,2,N-back
6,X,True,True,0.3087505000003148,True,0,1,32,2,N-back
7,V,False,False,,True,0,1,32,2,N-back
8,H,False,False,,True,0,1,32,2,N-back
9,O,False,False,,True,0,1,32,2,N-back
10,V,False,False,,True,0,1,32,2,N-back
11,D,False,False,,True,0,1,32,2,N-back
12,E,False,False,,True,0,1,32,2,N-back
13,M,False,False,,True,0,1,32,2,N-back
14,X,True,True,0.34022530002403073,True,0,1,32,2,N-back
15,B,False,False,,True,0,1,32,2,N-back
16,X,True,True,0.31748890000744723,True,0,1,32,2,N-back
17,R,False,False,,True,0,1,32,2,N-back
18,R,False,False,,True,0,1,32,2,N-back
19,B,False,False,,True,0,1,32,2,N-back
20,A,False,False,,True,0,1,32,2,N-back
21,Q,False,False,,True,0,1,32,2,N-back
22,X,True,True,0.32955009999568574,True,0,1,32,2,N-back
23,X,True,True,0.4045336999988649,True,0,1,32,2,N-back
24,D,False,False,,True,0,1,32,2,N-back
25,N,False,False,,True,0,1,32,2,N-back
26,G,False,False,,True,0,1,32,2,N-back
27,X,True,True,0.32414400001289323,True,0,1,32,2,N-back
28,I,False,False,,True,0,1,32,2,N-back
29,A,False,False,,True,0,1,32,2,N-back
0,N,False,False,,True,1,0,32,2,N-back
1,H,False,False,,True,1,0,32,2,N-back
2,O,False,False,,True,1,0,32,2,N-back
3,I,False,False,,True,1,0,32,2,N-back
4,I,True,True,0.3945157999987714,True,1,0,32,2,N-back
5,H,False,False,,True,1,0,32,2,N-back
6,C,False,False,,True,1,0,32,2,N-back
7,T,False,False,,True,1,0,32,2,N-back
8,Y,False,False,,True,1,0,32,2,N-back
9,N,False,False,,True,1,0,32,2,N-back
10,N,True,True,0.29562150000128895,True,1,0,32,2,N-back
11,Q,False,False,,True,1,0,32,2,N-back
12,V,False,False,,True,1,0,32,2,N-back
13,X,False,False,,True,1,0,32,2,N-back
14,D,False,False,,True,1,0,32,2,N-back
15,F,False,False,,True,1,0,32,2,N-back
16,T,False,False,,True,1,0,32,2,N-back
17,T,True,True,0.3445181999995839,True,1,0,32,2,N-back
18,D,False,False,,True,1,0,32,2,N-back
19,D,True,True,0.36979220001376234,True,1,0,32,2,N-back
20,Z,False,False,,True,1,0,32,2,N-back
21,A,False,False,,True,1,0,32,2,N-back
22,H,False,False,,True,1,0,32,2,N-back
23,R,False,False,,True,1,0,32,2,N-back
24,X,False,False,,True,1,0,32,2,N-back
25,Q,False,False,,True,1,0,32,2,N-back
26,I,False,False,,True,1,0,32,2,N-back
27,Z,False,False,,True,1,0,32,2,N-back
28,I,False,False,,True,1,0,32,2,N-back
29,M,False,False,,True,1,0,32,2,N-back
0,G,False,False,,True,1,1,32,2,N-back
1,G,True,True,0.28772289998596534,True,1,1,32,2,N-back
2,X,False,False,,True,1,1,32,2,N-back
3,X,True,True,0.36084810001193546,True,1,1,32,2,N-back
4,N,False,False,,True,1,1,32,2,N-back
5,N,True,True,0.34635330000310205,True,1,1,32,2,N-back
6,K,False,False,,True,1,1,32,2,N-back
7,A,False,False,,True,1,1,32,2,N-back
8,O,False,False,,True,1,1,32,2,N-back
9,B,False,False,,True,1,1,32,2,N-back
10,H,False,False,,True,1,1,32,2,N-back
11,H,True,True,0.4461987999966368,True,1,1,32,2,N-back
12,X,False,False,,True,1,1,32,2,N-back
13,V,False,False,,True,1,1,32,2,N-back
