level,block,正确率,平均反应时,一致条件正确率,不一致条件正确率,中性词正确率,一致条件反应时,不一致条件反应时,中性词反应时,participant_id,session
block,1,100.0,288.6038501358901,100.0,100.0,100.0,47.8454502299428,336.7555301170796,226.3612002134323,117,2
block,2,100.0,263.91458332849044,100.0,100.0,100.0,157.1054399944842,340.20682856706634,409.14574987255037,117,2
block,3,100.0,352.4719417328015,100.0,100.0,100.0,142.56584993563592,394.4531600922346,253.70930004864934,117,2
block,4,91.66666666666666,301.67842493392527,100.0,88.88888888888889,80.0,87.09279991065462,373.20696660834886,299.4724599644542,117,2
block,5,91.66666666666666,427.6693749707192,100.0,90.9090909090909,100.0,80.5167998187244,459.2286999845369,837.4576000496745,117,2
block,6,75.0,408.09047509295243,60.0,85.71428571428571,100.0,363.1254601292312,440.2083429241819,80.97049966454506,117,2
block,7,100.0,330.2773499550919,100.0,100.0,,229.45413327155015,431.1005666386336,,117,2
block,8,100.0,227.17301656181613,100.0,100.0,100.0,144.26184981130064,268.6285999370739,180.7188798673451,117,2
total,all,94.79166666666666,324.9848770889609,92.85714285714286,95.58823529411765,95.23809523809523,188.48373212053306,381.19123089949,278.9973904423061,117,2
