trial,word,color,response,rt,correct,block
0,白,Blue,3,0.4806493000360206,True,0
1,白,Green,2,0.1328920000232756,True,0
2,蓝,Red,1,0.05555920000188053,True,0
3,红,Red,1,0.014361899928189814,True,0
4,白,Green,2,0.036104400060139596,True,0
5,蓝,Green,2,0.032667299965396523,True,0
6,白,Red,1,0.3855445000808686,True,0
7,红,Blue,3,0.36203089996706694,True,0
8,绿,Red,1,0.19860299990978092,True,0
9,白,Red,1,0.08949430007487535,True,0
10,绿,Red,1,0.41823589999694377,True,0
11,蓝,Blue,3,0.07510270003695041,True,0
0,绿,Blue,3,0.3531157999532297,True,1
1,蓝,Red,1,0.03408170002512634,True,1
2,红,Green,2,0.40296479989774525,True,1
3,白,Green,2,0.191655799979344,True,1
4,蓝,Green,2,0.25686859991401434,True,1
5,绿,Red,1,0.14856620004866272,True,1
6,红,Blue,3,0.014997599995695055,True,1
7,蓝,Blue,3,0.08931010006926954,True,1
8,白,Green,2,0.20373349997680634,True,1
9,红,Red,1,0.3564269000198692,True,1
10,蓝,Red,1,0.2326839999295771,True,1
11,蓝,Red,1,0.3350276000564918,True,1
0,蓝,Green,2,0.34685880003962666,True,2
1,白,Red,1,0.1016314000589773,True,2
2,蓝,Green,2,0.3914496999932453,True,2
3,蓝,Blue,3,0.2938140999758616,True,2
4,白,Blue,3,0.01591079996433109,True,2
5,蓝,Blue,3,0.3857666999101639,True,2
6,蓝,Green,2,0.30915909993927926,True,2
7,绿,Green,2,0.3717027000384405,True,2
8,红,Green,2,0.08204280002973974,True,2
9,红,Green,2,0.0009148999815806746,True,2
10,蓝,Green,2,0.10170649993233383,True,2
11,绿,Blue,3,0.3143881999421865,True,2
0,绿,Green,2,0.29039019998162985,True,3
1,红,Red,1,0.005378000088967383,True,3
2,红,Red,1,0.3448175999801606,True,3
3,白,Red,1,0.2736835000105202,True,3
4,蓝,Red,1,0.24874960002489388,True,3
5,红,Blue,3,0.27182660007383674,True,3
6,红,Blue,3,0.38667849998455495,True,3
7,绿,Red,1,0.3010054000187665,True,3
8,蓝,Green,2,0.05008519999682903,True,3
9,红,Blue,3,0.29078130004927516,True,3
10,红,Blue,3,0.36520850006490946,True,3
11,白,Blue,3,0.06377570005133748,True,3
0,蓝,Blue,3,0.27979629999026656,True,4
1,白,Blue,3,0.32626610004808754,True,4
2,蓝,Blue,3,0.23430759995244443,True,4
3,蓝,Red,1,0.12174329999834299,True,4
4,红,Blue,3,0.3054485999746248,True,4
5,白,Green,2,0.08780629991088063,True,4
6,白,Blue,3,0.2760578999295831,True,4
7,白,Green,2,0.16472570004407316,True,4
8,红,Blue,3,0.32679059996735305,True,4
9,绿,Blue,3,0.09031869994942099,True,4
10,蓝,Blue,3,0.02048599999397993,True,4
11,红,Red,1,0.07906199991703033,True,4
0,红,Blue,3,0.5114495999878272,True,5
1,绿,Red,1,0.3155142000177875,True,5
2,蓝,Green,2,0.0653300000121817,True,5
3,红,Green,2,0.018136000027880073,True,5
4,红,Green,2,0.4098911000182852,True,5
5,白,Green,2,0.019031699979677796,True,5
6,红,Green,2,0.2376091000624001,True,5
7,白,Red,1,0.018010999890975654,True,5
8,白,Green,3,0.14325119997374713,False,5
9,绿,Blue,3,0.30852650001179427,True,5
10,红,Red,1,0.08356339996680617,True,5
11,白,Blue,3,0.5319847000064328,True,5
0,绿,Green,2,0.33422520000021905,True,6
1,白,Green,2,0.07590389996767044,True,6
2,白,Red,1,0.04282110009808093,True,6
3,红,Red,1,0.2756749000400305,True,6
4,红,Blue,3,0.040787799982354045,True,6
5,红,Blue,3,0.23989019996952266,True,6
6,绿,Red,1,0.25239469995722175,True,6
7,绿,Blue,3,0.13316570001188666,True,6
8,绿,Blue,3,0.17206519993487746,True,6
9,蓝,Blue,3,0.33633680001366884,True,6
10,白,Green,2,0.25044199998956174,True,6
11,红,Green,2,0.03904880001209676,True,6
0,蓝,Red,1,0.16711969999596477,True,7
1,红,Green,2,0.07989509997423738,True,7
2,蓝,Green,2,0.33105839998461306,True,7
3,白,Green,2,0.23175159993115813,True,7
4,白,Red,1,0.11934919992927462,True,7
5,白,Red,1,0.04461300000548363,True,7
6,红,Green,2,0.09939819993451238,True,7
7,蓝,Red,1,0.2628491000505164,True,7
8,红,Blue,3,0.08211799990385771,True,7
9,红,Green,2,0.24694969994015992,True,7
10,红,Blue,3,0.42192189989145845,True,7
11,白,Green,2,0.12640289997216314,True,7
