n_back,Pre-coffee,Post-coffee,Difference
0.0,96.47435897435896,98.13333333333333,1.658974358974362
1.0,92.5,95.26666666666667,2.7666666666666657
2.0,83.58974358974359,86.26666666666667,2.6769230769230745
